Majority.protein.IDs	Gene.names	Razor.unique.peptides	lfq.hdlbp1.dox1	lfq.ctrl2.nodox2	lfq.hdlbp2.dox2	lfq.ctrl3.nodox3	lfq.hdlbp3.dox3	enrichment1	enrichment2	enrichment3	enriched.yes.no	mean_enrichment	mean_lfq
Q13564-2;Q13564	NAE1	10	204460000	45232000	175390000	0	45133000	4.52025114962858	3.8775645560665	NA	NA	NA	141661000
Q13492-3;Q13492-2;Q13492-5;Q13492;Q13492-4	PICALM	9	145120000	40783000	145560000	36464000	134240000	3.55834538901013	3.56913419807273	3.68143922773146	enr	3.60297293827144	141640000
Q9NY93-2;Q9NY93	DDX56	10	194490000	96005000	152650000	0	73836000	2.0258319879173	1.59002135305453	NA	NA	NA	140325333.333333
Q99567	NUP88	11	192010000	0	170240000	0	58698000	NA	NA	NA	NA	NA	140316000
Q9NP73;Q9NP73-3;Q9NP73-4	ALG13	13	211260000	0	205250000	0	0	NA	NA	NA	NA	NA	138836666.666667
Q96AC1;Q96AC1-3;Q96AC1-2	FERMT2	14	153610000	0	135120000	0	126840000	NA	NA	NA	NA	NA	138523333.333333
Q9UIA9	XPO7	17	210330000	95420000	144540000	0	60668000	2.2042548731922	1.51477677635716	NA	NA	NA	138512666.666667
Q8WTT2	NOC3L	14	200560000	38307000	213480000	0	0	5.23559662724828	5.57287179888793	NA	NA	NA	138013333.333333
Q9UEY8-2;Q9UEY8	ADD3	9	230540000	0	183020000	0	0	NA	NA	NA	NA	NA	137853333.333333
P55265-5;P55265;P55265-4;P55265-3;P55265-2	ADAR	16	170700000	17533000	205050000	21773000	37051000	9.73592653852735	11.6950892602521	1.7016947595646	NA	7.71090351944801	137600333.333333
Q8NBF2	NHLRC2	9	145310000	0	184050000	0	82789000	NA	NA	NA	NA	NA	137383000
P20585	MSH3	15	228470000	59728000	111860000	0	70615000	3.82517412268953	1.87282346638093	NA	NA	NA	136981666.666667
Q9H267	VPS33B	10	243250000	0	167680000	0	0	NA	NA	NA	NA	NA	136976666.666667
Q15477	SKIV2L	18	170260000	57159000	143840000	0	91828000	2.97870851484456	2.51648909183156	NA	NA	NA	135309333.333333
Q9UII4	HERC5	7	210480000	0	193970000	0	0	NA	NA	NA	NA	NA	134816666.666667
Q99961;Q99961-2	SH3GL1	7	150870000	0	202750000	0	50766000	NA	NA	NA	NA	NA	134795333.333333
Q9C026-5	TRIM9	7	183260000	0	220340000	0	0	NA	NA	NA	NA	NA	134533333.333333
O14948-3;O14948-4;O14948-2;O14948;O75030-11;P19484-2;O75030-10;O75030-9;O75030-12;P19484;O75030-4;O75030-3;O75030-8;O75030-7;O75030-6;O75030-2;O75030-5;O75030;P19532	TFEC;MITF;TFEB;TFE3	2	402440000	0	0	0	0	NA	NA	NA	NA	NA	134146666.666667
P52294	KPNA1	10	210710000	107450000	191150000	34970000	0	1.96100511865984	1.77896696137738	0	NA	1.24665736001241	133953333.333333
Q9NXE4-2;Q9NXE4;Q9NXE4-4;Q9NXE4-3;Q9NXE4-6	SMPD4	8	180240000	53396000	126820000	0	94603000	3.37553374784628	2.37508427597573	NA	NA	NA	133887666.666667
Q32MZ4-3;Q32MZ4-2;Q32MZ4	LRRFIP1	9	225600000	0	175860000	0	0	NA	NA	NA	NA	NA	133820000
Q92945	KHSRP	12	164740000	133380000	130980000	68235000	105740000	1.23511770880192	0.982006297795772	1.54964461053711	NA	1.25558953904494	133820000
P26599;P26599-2;P26599-3	PTBP1	12	241070000	144520000	159600000	117580000	0	1.66807362302795	1.10434541931913	0	NA	0.92413968078236	133556666.666667
Q9Y305;Q9Y305-2;Q9Y305-4;Q9Y305-3	ACOT9	13	208510000	152910000	140950000	0	50711000	1.36361258256491	0.921784055980642	NA	NA	NA	133390333.333333
Q15008	PSMD6	12	114290000	71575000	197960000	0	87917000	1.59678658749563	2.76577017114914	NA	NA	NA	133389000
Q9UBE0;Q9UBE0-2;Q9UBE0-3	SAE1	13	156080000	65963000	214060000	0	27637000	2.36617497688098	3.24515258554038	NA	NA	NA	132592333.333333
O43379;O43379-4	WDR62	10	194560000	0	202180000	0	0	NA	NA	NA	NA	NA	132246666.666667
P27824	CANX	6	185670000	90842000	133960000	0	76375000	2.0438783822461	1.47464829043834	NA	NA	NA	132001666.666667
Q8N5L8	RPP25L	3	276860000	0	0	0	118550000	NA	NA	NA	NA	NA	131803333.333333
Q9HB71	CACYBP	7	1.47e+08	0	145780000	0	102410000	NA	NA	NA	NA	NA	131730000
Q96FW1	OTUB1	9	150600000	107340000	189520000	0	54566000	1.40301844605925	1.765604620831	NA	NA	NA	131562000
P49593	PPM1F	8	214870000	53458000	132310000	0	46918000	4.01941711249953	2.47502712409742	NA	NA	NA	131366000
Q8TE02;Q8TE02-4;Q8TE02-3;Q8TE02-2	ELP5	4	177350000	0	168810000	0	47245000	NA	NA	NA	NA	NA	131135000
P63165	SUMO1	3	251460000	625930000	141350000	144770000	0	0.401738213538255	0.225823973926797	0	NA	0.209187395821684	130936666.666667
Q9Y619	SLC25A15	8	131410000	55712000	146830000	0	114210000	2.35873779437105	2.63551838024124	NA	NA	NA	130816666.666667
Q9Y4K4	MAP4K5	10	130930000	0	159300000	0	101470000	NA	NA	NA	NA	NA	130566666.666667
O95864;O95864-2;O95864-3	FADS2	6	143630000	64318000	190150000	50118000	56295000	2.23312292048882	2.95640411704344	1.12324913204837	NA	2.10425872319354	130025000
P17858;P17858-2	PFKL	12	208200000	108230000	180510000	0	0	1.92368104961656	1.66783701376698	NA	NA	NA	129570000
Q9H2P0	ADNP	16	249730000	50378000	114470000	14293000	24297000	4.95712414149033	2.27222200166739	1.69992303924998	NA	2.97642306080257	129499000
Q8TAT6;Q8TAT6-2	NPLOC4	11	132900000	0	171760000	0	81877000	NA	NA	NA	NA	NA	128845666.666667
Q6P1N0-2;Q6P1N0	CC2D1A	10	155270000	0	190510000	0	39578000	NA	NA	NA	NA	NA	128452666.666667
Q14126	DSG2	6	187360000	0	197680000	0	0	NA	NA	NA	NA	NA	128346666.666667
O15260;O15260-2	SURF4	5	147930000	34412000	125140000	65930000	111810000	4.29879111937696	3.63652214343834	1.69588957985742	NA	3.21040094755757	128293333.333333
Q13907;Q13907-2	IDI1	6	142960000	65629000	166970000	0	73389000	2.17830532234226	2.54414968992366	NA	NA	NA	127773000
P52594-2;P52594-3;P52594;P52594-4	AGFG1	8	145750000	0	186950000	0	50208000	NA	NA	NA	NA	NA	127636000
Q9HCN4;Q9HCN4-4;Q9HCN4-3;Q9HCN4-2	GPN1	6	119990000	0	152490000	0	110100000	NA	NA	NA	NA	NA	127526666.666667
P56134-2;P56134	ATP5J2	2	130540000	27213000	100070000	0	151650000	4.79697203542425	3.67728659096755	NA	NA	NA	127420000
Q86XZ4	SPATS2	8	183830000	0	198160000	0	0	NA	NA	NA	NA	NA	127330000
Q7Z739	YTHDF3	6	116620000	0	166170000	0	96939000	NA	NA	NA	NA	NA	126576333.333333
O15027-2;O15027-4;O15027-3;O15027;O15027-5	SEC16A	14	197580000	50286000	147360000	0	34709000	3.92912540269658	2.93043789523923	NA	NA	NA	126549666.666667
P46940	IQGAP1	22	194520000	71490000	184790000	0	0	2.72093999160722	2.58483704014547	NA	NA	NA	126436666.666667
Q8NEV1;P68400	CSNK2A3;CSNK2A1	11	126620000	64061000	143800000	98708000	108460000	1.97655359735252	2.24473548648944	1.09879645013575	NA	1.77336184465924	126293333.333333
P46939	UTRN	25	216260000	0	161760000	0	0	NA	NA	NA	NA	NA	126006666.666667
Q01484-5;Q01484-2;Q01484	ANK2	14	216590000	0	158530000	0	0	NA	NA	NA	NA	NA	125040000
O43324;O43324-2	EEF1E1	8	180140000	66420000	137550000	0	57132000	2.71213489912677	2.07091237579042	NA	NA	NA	124940666.666667
Q8IWR0	ZC3H7A	8	167460000	0	148350000	0	58383000	NA	NA	NA	NA	NA	124731000
O95817	BAG3	11	130050000	0	147830000	0	95879000	NA	NA	NA	NA	NA	124586333.333333
O43399-2;O43399-4;O43399;O43399-3;O43399-5;O43399-6	TPD52L2	6	154150000	0	219320000	0	0	NA	NA	NA	NA	NA	124490000
Q86VV8-2;Q86VV8-4;Q86VV8-3;Q86VV8	RTTN	2	372460000	0	0	0	0	NA	NA	NA	NA	NA	124153333.333333
P28340	POLD1	18	202550000	36001000	168970000	22729000	0	5.62623260464987	4.6934807366462	0	NA	3.43990444709869	123840000
P12277	CKB	8	130390000	0	124050000	0	116520000	NA	NA	NA	NA	NA	123653333.333333
Q9NPI6	DCP1A	10	130070000	0	151160000	0	88062000	NA	NA	NA	NA	NA	123097333.333333
Q13148;Q13148-2	TARDBP	8	110540000	87235000	124140000	43099000	134550000	1.26715194589328	1.42305267381212	3.12188217824079	NA	1.93736226598206	123076666.666667
P48556	PSMD8	5	138760000	0	165710000	0	64351000	NA	NA	NA	NA	NA	122940333.333333
Q9NRK6	ABCB10	12	179730000	61205000	134880000	0	53711000	2.936524793726	2.20374152438526	NA	NA	NA	122773666.666667
Q9NR28-2;Q9NR28;Q9NR28-3	DIABLO	4	235090000	0	132320000	0	0	NA	NA	NA	NA	NA	122470000
Q9ULE6	PALD1	14	159100000	0	134130000	0	72921000	NA	NA	NA	NA	NA	122050333.333333
Q7L0Y3	TRMT10C	11	200100000	57252000	164920000	0	0	3.49507440788095	2.88059805770977	NA	NA	NA	121673333.333333
Q9Y2Z4	YARS2	10	231590000	70837000	132500000	19977000	0	3.26933664610303	1.87049140985643	0	NA	1.71327601865315	121363333.333333
Q13263;Q13263-2	TRIM28	15	135010000	271820000	196460000	51525000	32375000	0.496688985357957	0.722757707306306	0.628335759340126	NA	0.615927484001463	121281666.666667
Q13613-2;Q13613	MTMR1	9	146800000	0	142720000	0	74280000	NA	NA	NA	NA	NA	121266666.666667
Q9NUQ8-2;Q9NUQ8	ABCF3	14	142700000	0	137900000	0	82107000	NA	NA	NA	NA	NA	120902333.333333
Q96CW1-2;Q96CW1	AP2M1	11	158340000	71207000	146650000	0	57662000	2.22365778645358	2.0594885334307	NA	NA	NA	120884000
Q9UPU5	USP24	21	195260000	14734000	166770000	0	0	13.252341523008	11.3187186100176	NA	NA	NA	120676666.666667
Q8NE86-3;Q8NE86;Q8NE86-2	MCU	9	192970000	53071000	121170000	0	47441000	3.63607243127132	2.28316783177253	NA	NA	NA	120527000
O75340-2;O75340	PDCD6	4	183830000	55007000	105600000	0	71567000	3.34193829876198	1.9197556674605	NA	NA	NA	120332333.333333
A0MZ66;A0MZ66-3;A0MZ66-4;A0MZ66-5;A0MZ66-6;A0MZ66-2;A0MZ66-8	KIAA1598	15	136830000	0	170560000	0	52157000	NA	NA	NA	NA	NA	119849000
Q7Z2T5	TRMT1L	11	152800000	35175000	156190000	0	48700000	4.34399431414357	4.44036958066809	NA	NA	NA	119230000
Q9H857-2;Q9H857;Q9H857-4;Q9H857-3	NT5DC2	14	227240000	146070000	89209000	25522000	41070000	1.55569247621004	0.610727733278565	1.60919990596348	NA	1.25854003848403	119173000
Q9UBB4-2;Q9UBB4	ATXN10	8	144590000	32634000	181300000	0	30997000	4.43065514494086	5.55555555555556	NA	NA	NA	118962333.333333
Q96JQ2	CLMN	12	205880000	0	149400000	0	0	NA	NA	NA	NA	NA	118426666.666667
P00367;P49448	GLUD1;GLUD2	11	181360000	46755000	125700000	0	46174000	3.87894342851032	2.68848251523901	NA	NA	NA	117744666.666667
Q7L8L6	FASTKD5	9	206360000	0	99252000	0	46739000	NA	NA	NA	NA	NA	117450333.333333
Q96N67-4;Q96N67-3;Q96N67-5;Q96N67-2;Q96N67-6;Q96N67	DOCK7	18	218950000	0	133350000	0	0	NA	NA	NA	NA	NA	117433333.333333
Q7Z4H3-2;Q7Z4H3;Q7Z4H3-3	HDDC2	6	130480000	32699000	141540000	0	79630000	3.99033609590507	4.3285727392275	NA	NA	NA	117216666.666667
P58107	EPPK1	11	139590000	111730000	153970000	0	57217000	1.24935111429339	1.37805423789493	NA	NA	NA	116925666.666667
O15111	CHUK	9	169310000	0	180430000	0	0	NA	NA	NA	NA	NA	116580000
O75170-6;O75170-2;O75170-4;O75170-3;O75170-5;O75170	PPP6R2	7	195740000	0	116640000	0	37295000	NA	NA	NA	NA	NA	116558333.333333
P61106	RAB14	8	234750000	74983000	114330000	40318000	0	3.13070962751557	1.52474560900471	0	NA	1.55181841217343	116360000
Q14160;Q14160-3;Q14160-2	SCRIB	17	228280000	0	99971000	0	20041000	NA	NA	NA	NA	NA	116097333.333333
Q969Z0;Q969Z0-2	TBRG4	11	177720000	97128000	170540000	0	0	1.82975043241908	1.75582736183181	NA	NA	NA	116086666.666667
P14625	HSP90B1	16	172890000	107840000	110450000	0	64915000	1.60320845697329	1.02420252225519	NA	NA	NA	116085000
Q9P0K7-4;Q9P0K7-3;Q9P0K7;Q9P0K7-2	RAI14	14	194700000	0	153460000	0	0	NA	NA	NA	NA	NA	116053333.333333
P63092-2;Q5JWF2-2;P63092-3;P63092;Q5JWF2	GNAS	9	166130000	0	180450000	0	0	NA	NA	NA	NA	NA	115526666.666667
P15170-2;P15170;Q8IYD1	GSPT1;GSPT2	13	104370000	0	129430000	0	111770000	NA	NA	NA	NA	NA	115190000
P22061;P22061-2	PCMT1	9	89708000	87541000	104780000	0	150680000	1.02475411521459	1.19692486948972	NA	NA	NA	115056000
O75175;O75175-2;O75175-3	CNOT3	9	164110000	0	155680000	0	25031000	NA	NA	NA	NA	NA	114940333.333333
P13498	CYBA	3	132820000	60067000	101890000	0	108290000	2.21119749612932	1.69627249571312	NA	NA	NA	114333333.333333
O95573	ACSL3	9	117510000	52614000	125420000	66054000	99043000	2.23343596761318	2.38377618124454	1.49942471311351	NA	2.03887895399041	113991000
P37198	NUP62	7	147560000	38929000	74669000	34795000	119510000	3.79049037992242	1.9180816357985	3.4346888920822	NA	3.04775363593437	113913000
Q96GD4;Q96GD4-2	AURKB	11	131460000	58983000	122110000	42442000	87802000	2.22877778342912	2.07025753183121	2.06875265067622	NA	2.12259598864552	113790666.666667
Q32P41	TRMT5	13	163010000	28353000	150440000	0	27803000	5.74930342468169	5.30596409551018	NA	NA	NA	113751000
Q9C0B0	UNK	9	198860000	0	142190000	0	0	NA	NA	NA	NA	NA	113683333.333333
O60664-3;O60664	PLIN3	7	120350000	0	158720000	0	59693000	NA	NA	NA	NA	NA	112921000
O60610-2;O60610-3;O60610	DIAPH1	18	138930000	72100000	1.12e+08	0	84874000	1.92690707350902	1.55339805825243	NA	NA	NA	111934666.666667
Q7Z7L1	SLFN11	11	127250000	57791000	128260000	0	78465000	2.20189994981918	2.21937671955841	NA	NA	NA	111325000
Q9Y5Y2	NUBP2	6	139520000	34530000	123050000	0	71312000	4.04054445409789	3.56356791196061	NA	NA	NA	111294000
Q8TCU4-3;Q8TCU4-2;Q8TCU4	ALMS1	20	211370000	0	121120000	0	0	NA	NA	NA	NA	NA	110830000
Q9H0L4	CSTF2T	11	153200000	0	128150000	0	49998000	NA	NA	NA	NA	NA	110449333.333333
Q15437	SEC23B	11	121140000	33579000	102590000	0	107230000	3.60761190029483	3.05518329908574	NA	NA	NA	110320000
Q14697;Q14697-2	GANAB	14	178870000	103260000	75547000	42007000	76195000	1.73222932403641	0.731619213635483	1.81386435594068	NA	1.42590429787086	110204000
Q15813	TBCE	9	98584000	19894000	1.32e+08	0	99544000	4.95546395898261	6.63516638182367	NA	NA	NA	110042666.666667
P10398	ARAF	13	176120000	76845000	153280000	0	0	2.29188626455853	1.99466458455332	NA	NA	NA	109800000
Q9UNX3	RPL26L1	2	152990000	126700000	176380000	0	0	1.20749802683504	1.39210734017364	NA	NA	NA	109790000
P14866;P14866-2	HNRNPL	7	114050000	123690000	141720000	0	72830000	0.92206322257256	1.14576764491875	NA	NA	NA	109533333.333333
O75817	POP7	3	147260000	0	123550000	0	57685000	NA	NA	NA	NA	NA	109498333.333333
O60884	DNAJA2	10	159740000	54531000	164730000	0	0	2.92934294254644	3.02085052538923	NA	NA	NA	108156666.666667
P07384	CAPN1	9	215950000	0	107610000	28921000	0	NA	NA	0	NA	NA	107853333.333333
Q9Y383;Q9Y383-3;Q9Y383-2;Q9NQ29-2;Q9NQ29-3;Q9NQ29	LUC7L2;LUC7L	8	42216000	485800000	223620000	70873000	57230000	0.0868999588307946	0.460312885961301	0.807500740761644	NA	0.45157119518458	107688666.666667
Q9P2D6-3;Q9P2D6-2;Q9P2D6;Q9P2D6-4	FAM135A	10	133210000	0	138280000	0	51393000	NA	NA	NA	NA	NA	107627666.666667
P55036	PSMD4	3	158970000	41867000	163800000	0	0	3.79702390904531	3.9123892325698	NA	NA	NA	107590000
Q9BXJ9;Q9BXJ9-4	NAA15	15	156790000	0	164820000	0	0	NA	NA	NA	NA	NA	107203333.333333
P49023;P49023-2;P49023-3	PXN	8	149380000	0	1.72e+08	0	0	NA	NA	NA	NA	NA	107126666.666667
P57740	NUP107	14	159130000	0	162060000	0	0	NA	NA	NA	NA	NA	107063333.333333
P54709	ATP1B3	5	139690000	0	128260000	0	52977000	NA	NA	NA	NA	NA	106975666.666667
Q8N8S7-2;Q8N8S7	ENAH	8	169700000	0	148780000	0	0	NA	NA	NA	NA	NA	106160000
Q9UID3;Q9UID3-2	VPS51	15	194820000	17661000	123650000	0	0	11.0310854425004	7.00130230451277	NA	NA	NA	106156666.666667
A1L0T0	ILVBL	5	160480000	65737000	109450000	0	47193000	2.44124313552489	1.66496797845962	NA	NA	NA	105707666.666667
Q562R1	ACTBL2	1	0	0	316050000	0	0	NA	NA	NA	NA	NA	105350000
Q9UJZ1	STOML2	7	139540000	45166000	116240000	0	58945000	3.08949209582429	2.57361732276491	NA	NA	NA	104908333.333333
Q9UBT2	UBA2	6	133630000	0	137870000	0	41801000	NA	NA	NA	NA	NA	104433666.666667
O94874;O94874-2;O94874-3	UFL1	13	150890000	25438000	124680000	0	37619000	5.93167701863354	4.90132872081138	NA	NA	NA	104396333.333333
P19367-4;P19367-2;P19367;P19367-3	HK1	15	151420000	86570000	159780000	0	0	1.74910477070579	1.84567402102345	NA	NA	NA	103733333.333333
Q15654	TRIP6	4	99741000	0	1.21e+08	0	90047000	NA	NA	NA	NA	NA	103596000
O75352	MPDU1	3	166540000	24063000	96354000	0	47399000	6.92099904417571	4.00423887295848	NA	NA	NA	103431000
P61160;P61160-2	ACTR2	4	95013000	0	106220000	0	109050000	NA	NA	NA	NA	NA	103427666.666667
P43897;P43897-2	TSFM	8	145820000	60093000	164450000	61032000	0	2.42657214650625	2.73659161632802	0	NA	1.72105458761142	103423333.333333
Q9NVH2-3;Q9NVH2-2;Q9NVH2;Q9NVH2-4	INTS7	12	134560000	55762000	125370000	0	50154000	2.41311287256555	2.24830529751444	NA	NA	NA	103361333.333333
O95747	OXSR1	7	174860000	36904000	134740000	0	0	4.73823975720789	3.65109473227834	NA	NA	NA	103200000
O95782-2;O95782	AP2A1	16	171570000	54482000	136280000	0	0	3.14911346866855	2.50137660144635	NA	NA	NA	102616666.666667
O43808	SLC25A17	9	126970000	59111000	144540000	57110000	36075000	2.14799275938489	2.44523016020707	0.631675713535283	NA	1.74163287770908	102528333.333333
Q9Y4R8	TELO2	19	149560000	39153000	142360000	0	15632000	3.81988608791153	3.63599213342528	NA	NA	NA	102517333.333333
Q9UQR0	SCML2	7	152270000	0	154870000	0	0	NA	NA	NA	NA	NA	102380000
Q8WUY9;Q8WUY9-2	DEPDC1B	11	152100000	0	154950000	0	0	NA	NA	NA	NA	NA	102350000
Q13042-3;Q13042-2;Q13042	CDC16	6	213220000	49178000	93608000	0	0	4.33567855545162	1.9034527634308	NA	NA	NA	102276000
Q12756;Q12756-3;Q12756-2	KIF1A	14	1.62e+08	44849000	87925000	0	55937000	3.61212067158688	1.96046734598319	NA	NA	NA	101954000
Q8IVM0;Q8IVM0-2	CCDC50	4	128940000	0	176610000	0	0	NA	NA	NA	NA	NA	101850000
Q7Z2Z2-2;Q7Z2Z2	EFTUD1	10	123880000	0	120500000	0	60967000	NA	NA	NA	NA	NA	101782333.333333
P78346;P78346-2	RPP30	8	139240000	54030000	120050000	0	45896000	2.57708680362761	2.22191375161947	NA	NA	NA	101728666.666667
P52597	HNRNPF	6	122800000	74277000	96523000	0	85181000	1.65327086446679	1.29950051833003	NA	NA	NA	101501333.333333
Q99598	TSNAX	8	147350000	0	156600000	0	0	NA	NA	NA	NA	NA	101316666.666667
O75955	FLOT1	13	169670000	67334000	133230000	0	0	2.51982653637093	1.9786437758042	NA	NA	NA	100966666.666667
Q8NG31-2;Q8NG31;Q8NG31-4;Q8NG31-3	CASC5	17	94237000	0	173720000	0	34523000	NA	NA	NA	NA	NA	100826666.666667
Q15631	TSN	7	110840000	0	122190000	0	68953000	NA	NA	NA	NA	NA	100661000
P00492	HPRT1	8	130180000	167010000	126940000	53572000	44554000	0.779474282977067	0.760074247051075	0.831665795564847	NA	0.790404775197663	100558000
Q96CW5-2;Q96CW5	TUBGCP3	14	123820000	0	107960000	0	69656000	NA	NA	NA	NA	NA	100478666.666667
Q9H0W8-2;Q9H0W8	SMG9	9	137100000	0	162910000	0	0	NA	NA	NA	NA	NA	100003333.333333
Q9Y5M8	SRPRB	7	146230000	0	152840000	0	0	NA	NA	NA	NA	NA	99690000
P53597	SUCLG1	6	150800000	91547000	148210000	47010000	0	1.64724130774356	1.61894982904956	0	NA	1.08873037893104	99670000
Q9UPN7	PPP6R1	12	151550000	0	146550000	0	0	NA	NA	NA	NA	NA	99366666.6666667
Q7L1Q6-2;Q7L1Q6;Q7L1Q6-4;Q7L1Q6-3	BZW1	10	132820000	0	164070000	0	0	NA	NA	NA	NA	NA	98963333.3333333
Q06210-2;Q06210	GFPT1	13	88872000	44333000	175770000	0	31086000	2.00464665147858	3.96476665238084	NA	NA	NA	98576000
Q15678	PTPN14	11	150580000	0	144610000	0	0	NA	NA	NA	NA	NA	98396666.6666667
Q9HAV4	XPO5	18	1.25e+08	53970000	110200000	0	59601000	2.31610153789142	2.04187511580508	NA	NA	NA	98267000
P09884	POLA1	20	160180000	0	134340000	0	0	NA	NA	NA	NA	NA	98173333.3333333
Q8WWK9;Q8WWK9-3	CKAP2	10	126940000	33509000	166910000	0	0	3.7882359962995	4.98104986719986	NA	NA	NA	97950000
Q15058	KIF14	16	140010000	37094000	102520000	0	50469000	3.77446487302529	2.7637892920688	NA	NA	NA	97666333.3333333
O43826;O43826-2	SLC37A4	3	130420000	0	97310000	0	65260000	NA	NA	NA	NA	NA	97663333.3333333
P62269	RPS18	9	94431000	145710000	121150000	80774000	77252000	0.648074943380688	0.831446022922243	0.956396860375863	NA	0.811972608892931	97611000
P78356;P78356-2	PIP4K2B	7	103750000	0	134270000	0	54546000	NA	NA	NA	NA	NA	97522000
P49773	HINT1	3	128370000	0	163650000	0	0	NA	NA	NA	NA	NA	97340000
O60716-21;O60716-19;O60716-18;O60716-17;O60716-13;O60716-11;O60716-10;O60716-9;O60716-5;O60716-3;O60716-2;O60716;O60716-24;O60716-23;O60716-22;O60716-20;O60716-16;O60716-15;O60716-14;O60716-12;O60716-8;O60716-7;O60716-6;O60716-4;O60716-29;O60716-27;O60716-26;O60716-25;O60716-32;O60716-31;O60716-30;O60716-28	CTNND1	10	115380000	0	118550000	0	57792000	NA	NA	NA	NA	NA	97240666.6666667
Q9Y5Q8-2;Q9Y5Q8;Q9Y5Q8-3	GTF3C5	11	82073000	45809000	119400000	0	90174000	1.79163483158331	2.60647471020978	NA	NA	NA	97215666.6666667
O75153	CLUH	14	141210000	0	148290000	0	0	NA	NA	NA	NA	NA	96500000
Q15369-2;Q15369	TCEB1	3	157130000	0	131490000	0	0	NA	NA	NA	NA	NA	96206666.6666667
P43243	MATR3	13	147890000	205100000	139590000	0	0	0.72106289614822	0.680594831789371	NA	NA	NA	95826666.6666667
P30876	POLR2B	11	137090000	41386000	107730000	0	42423000	3.3124728168946	2.60305417290871	NA	NA	NA	95747666.6666667
O00429-4;O00429-5;O00429-3;O00429-2;O00429;O00429-6	DNM1L	12	155590000	0	131430000	0	0	NA	NA	NA	NA	NA	95673333.3333333
P11166	SLC2A1	6	94188000	0	112610000	16983000	79756000	NA	NA	4.69622563740211	NA	NA	95518000
Q96JM3	CHAMP1	8	164590000	40687000	121070000	0	0	4.04527244574434	2.97564332587804	NA	NA	NA	95220000
Q8IUZ0;Q8IUZ0-2	LRRC49	11	173340000	0	112280000	0	0	NA	NA	NA	NA	NA	95206666.6666667
Q96A33;Q96A33-2	CCDC47	8	102570000	0	133660000	0	48841000	NA	NA	NA	NA	NA	95023666.6666667
O43143	DHX15	12	112110000	97393000	93941000	50546000	78169000	1.15110942264845	0.964555974248663	1.54649230403988	NA	1.22071923364566	94740000
P52292	KPNA2	10	109180000	47188000	95622000	0	79115000	2.31372382809189	2.02640501822497	NA	NA	NA	94639000
Q16352	INA	8	146040000	53881000	100540000	0	37312000	2.71041740131029	1.86596388337262	NA	NA	NA	94630666.6666667
P46734-2;P46734;P46734-3	MAP2K3	7	151800000	0	132070000	0	0	NA	NA	NA	NA	NA	94623333.3333333
Q8N9T8;Q8N9T8-2	KRI1	11	187090000	352770000	96591000	103200000	0	0.530345550925532	0.273807296538821	0	NA	0.268050949154785	94560333.3333333
Q8IXI1	RHOT2	5	135720000	44195000	81455000	0	65071000	3.07093562620206	1.84308179658332	NA	NA	NA	94082000
P36873;P36873-2	PPP1CC	2	157030000	0	99902000	0	25248000	NA	NA	NA	NA	NA	94060000
Q9BT22	ALG1	5	137670000	33723000	84263000	35430000	59696000	4.08237701272129	2.49868042582214	1.68489980242732	NA	2.75531908032358	93876333.3333333
Q9NVI7-2;Q9NVI7-3;Q9NVI7;Q5T9A4	ATAD3A;ATAD3B	15	149200000	216240000	132080000	0	0	0.689974102848687	0.610802811690714	NA	NA	NA	93760000
P51991;P51991-2	HNRNPA3	8	85592000	118950000	96887000	0	98786000	0.719562841530055	0.814518705338377	NA	NA	NA	93755000
O43251-5;O43251-10;O43251-2;O43251;O43251-6;O43251-8;O43251-9;Q9NWB1-3;O43251-4;Q9NWB1-4;Q9NWB1-5;Q9NWB1;O43251-7;Q9NWB1-2;A6NFN3;O43251-3	RBFOX2;RBFOX1;RBFOX3	9	155590000	36966000	91869000	0	33671000	4.20900286749986	2.48522967050803	NA	NA	NA	93710000
Q86V81	ALYREF	5	142090000	104470000	138820000	38862000	0	1.36010337896047	1.32880252704126	0	NA	0.896301968667241	93636666.6666667
Q8NBT2	SPC24	4	136410000	0	144170000	0	0	NA	NA	NA	NA	NA	93526666.6666667
P05783	KRT18	13	120360000	0	62615000	37950000	96785000	NA	NA	2.55032938076416	NA	NA	93253333.3333333
Q12905	ILF2	8	104170000	124800000	105100000	36581000	70328000	0.834695512820513	0.842147435897436	1.92252808835188	NA	1.19979034568994	93199333.3333333
