chr1	start1	stop1	cluster_id1	tc_rep1	strand	uniq_reads1	ccr1	chr2	start2	stop2	cluster_id2	tc_rep2	uniq_reads2	ccr2	overlap_nt	gene	region
chr12	54625593	54625650	CID_980557	6	-	8	54625637	chr12	54625617	54625648	CID_688611	4	7	54625637	31	CBX5	UTR3
chr12	54627180	54627215	CID_980577	28	-	32	54627187	chr12	54627180	54627237	CID_688632	21	23	54627187	35	CBX5	UTR3
chr12	54628721	54628828	CID_980593	41	-	55	54628769	chr12	54628750	54628828	CID_688645	38	43	54628762	78	CBX5	UTR3
chr12	54629448	54629489	CID_980600	5	-	5	54629465	chr12	54629461	54629489	CID_688650	3	5	54629465	28	CBX5	UTR3
chr12	54630720	54630797	CID_980613	83	-	100	54630758	chr12	54630740	54630791	CID_688665	68	76	54630764	51	CBX5	UTR3
chr12	54631412	54631469	CID_980625	13	-	17	54631435	chr12	54631374	54631469	CID_688673	21	23	54631434	57	CBX5	UTR3
chr12	54632130	54632167	CID_980633	12	-	12	54632141	chr12	54632115	54632153	CID_688679	12	13	54632141	23	CBX5	UTR3
chr12	54632979	54633013	CID_980643	11	-	11	54632986	chr12	54632979	54633013	CID_688685	10	13	54632990	34	CBX5	UTR3
chr12	54635369	54635648	CID_980676	114	-	161	54635499	chr12	54635401	54635640	CID_688717	93	117	54635499	239	CBX5	stop
chr12	54677629	54677664	CID_980735	9	+	10	54677631	chr12	54677600	54677664	CID_688768	8	10	54677630	35	RP11-968A15.8	CDS
chr12	54734332	54734398	CID_980794	23	+	41	54734344	chr12	54734332	54734399	CID_688817	16	22	54734344	66	RP11-968A15.8	start
chr12	54735997	54736034	CID_980799	1	+	6	54736004	chr12	54735990	54736035	CID_688820	4	7	54735994	37	RP11-968A15.8	UTR5
chr12	54739260	54739294	CID_980806	3	+	11	54739274	chr12	54739250	54739297	CID_688825	6	7	54739279	34	COPZ1	CDS
chr12	54741571	54741618	CID_980807	5	+	5	54741585	chr12	54741559	54741618	CID_688826	6	7	54741576	47	COPZ1	CDS
chr12	54744263	54744443	CID_980820	325	+	435	54744328	chr12	54744269	54744443	CID_688831	181	249	54744328	174	COPZ1	stop
chr12	54744531	54744625	CID_980822	27	+	36	54744583	chr12	54744531	54744625	CID_688833	20	27	54744583	94	COPZ1	UTR3
chr12	54744779	54744856	CID_980825	18	+	19	54744832	chr12	54744779	54744861	CID_688835	8	13	54744827	77	COPZ1	UTR3
chr12	54764029	54764154	CID_980874	14	-	27	54764044	chr12	54764041	54764140	CID_688869	4	14	54764052	99	ZNF385A	stop
chr12	54795380	54795445	CID_980943	11	-	16	54795410	chr12	54795374	54795449	CID_688930	7	12	54795411	65	ITGA5	CDS
chr12	54796989	54797098	CID_980949	55	-	86	54797053	chr12	54797033	54797098	CID_688939	11	19	54797053	65	ITGA5	CDS
chr12	54799654	54799711	CID_980961	48	-	77	54799679	chr12	54799654	54799709	CID_688957	9	14	54799679	55	ITGA5	CDS
chr12	54801432	54801476	CID_980965	12	-	13	54801434	chr12	54801432	54801470	CID_688959	3	7	54801441	38	ITGA5	CDS
chr12	56089305	56089380	CID_981881	5	-	7	56089321	chr12	56089305	56089385	CID_689595	6	8	56089321	75	ITGA7	CDS
chr12	56119262	56119409	CID_981970	61	-	84	56119398	chr12	56119262	56119409	CID_689669	37	57	56119392	147	CD63	stop
chr12	56119597	56119683	CID_981971	38	-	57	56119641	chr12	56119599	56119682	CID_689670	35	46	56119641	83	CD63	CDS
chr12	56119905	56120039	CID_981972	166	-	221	56119931	chr12	56119908	56120047	CID_689671	166	239	56119934	131	CD63	CDS
chr12	56120497	56120578	CID_981973	145	-	204	56120554	chr12	56120484	56120578	CID_689672	111	156	56120553	81	CD63	CDS
chr12	56120681	56120748	CID_981974	67	-	91	56120734	chr12	56120697	56120749	CID_689673	39	58	56120734	51	CD63	start
chr12	56151156	56151325	CID_982068	658	-	1005	56151258	chr12	56151190	56151293	CID_689732	386	569	56151258	103	SARNP	stop
chr12	56213127	56213276	CID_982116	56	+	84	56213195	chr12	56213171	56213273	CID_689782	24	40	56213198	102	ORMDL2	start
chr12	56214051	56214266	CID_982117	35	+	54	56214086	chr12	56214047	56214223	CID_689784	19	27	56214086	172	ORMDL2	stop
chr12	56351024	56351092	CID_982313	2	-	6	56351036	chr12	56351018	56351130	CID_689912	6	12	56351028	68	PMEL	CDS
chr12	56363257	56363360	CID_982339	14	+	25	56363295	chr12	56363257	56363355	CID_689937	9	17	56363289	98	CDK2	CDS
chr12	56364986	56365031	CID_982343	6	+	9	56365012	chr12	56364994	56365031	CID_689943	2	5	56365006	37	CDK2	CDS
chr12	56366129	56366160	CID_982355	3	+	6	56366148	chr12	56366122	56366157	CID_689954	3	5	56366148	28	CDK2	UTR3
chr12	56386235	56386267	CID_982393	11	+	14	56386242	chr12	56386235	56386267	CID_689988	8	11	56386241	32	RAB5B	UTR3
chr12	56388377	56388431	CID_982418	35	+	44	56388397	chr12	56388384	56388422	CID_690011	25	28	56388397	38	RAB5B	UTR3
chr12	56435847	56435894	CID_982499	29	+	45	56435865	chr12	56435816	56435894	CID_690069	20	42	56435865	47	RPS26	UTR5
chr12	56435903	56435950	CID_982500	16	+	28	56435924	chr12	56435903	56435935	CID_690070	5	10	56435927	32	RPS26	UTR5
chr12	56477624	56477683	CID_982544	11	+	15	56477664	chr12	56477645	56477683	CID_690107	11	11	56477664	38	ERBB3	start
chr12	56478822	56478852	CID_982546	24	+	26	56478839	chr12	56478822	56478852	CID_690108	7	9	56478833	30	ERBB3	UTR5
chr12	56500417	56500454	CID_982604	17	+	20	56500441	chr12	56500417	56500455	CID_690156	12	14	56500441	37	PA2G4	CDS
chr12	56500813	56500871	CID_982607	36	+	49	56500851	chr12	56500774	56500871	CID_690157	41	53	56500852	58	PA2G4	CDS
chr12	56503038	56503074	CID_982613	14	+	18	56503057	chr12	56503030	56503074	CID_690162	15	19	56503061	36	PA2G4	stop
chr12	56504353	56504434	CID_982616	21	+	30	56504371	chr12	56504353	56504419	CID_690166	16	20	56504372	66	PA2G4	CDS
chr12	56504969	56505078	CID_982619	16	+	23	56505019	chr12	56504969	56505060	CID_690171	11	17	56505011	91	PA2G4	CDS
chr12	56506653	56506793	CID_982622	44	+	69	56506707	chr12	56506697	56506783	CID_690174	17	27	56506710	86	PA2G4	stop
chr12	56506806	56506886	CID_982623	18	+	20	56506854	chr12	56506806	56506899	CID_690175	6	10	56506854	80	PA2G4	UTR3
chr12	56510401	56510583	CID_982635	38	+	53	56510555	chr12	56510459	56510569	CID_690184	24	26	56510555	110	RPL41	start
chr12	56522399	56522434	CID_982669	5	+	7	56522408	chr12	56522395	56522452	CID_690211	2	8	56522408	35	ESYT1	CDS
chr12	56524824	56524897	CID_982678	23	+	30	56524827	chr12	56524824	56524897	CID_690218	13	24	56524836	73	ESYT1	CDS
chr12	56525258	56525346	CID_982682	22	+	41	56525297	chr12	56525261	56525346	CID_690221	20	25	56525298	85	ESYT1	CDS
chr12	56525529	56525588	CID_982683	12	+	19	56525547	chr12	56525529	56525588	CID_690222	12	16	56525547	59	ESYT1	CDS
chr12	56525987	56526110	CID_982684	166	+	232	56526025	chr12	56525987	56526115	CID_690224	110	163	56526033	123	ESYT1	CDS
chr12	56526501	56526569	CID_982688	11	+	12	56526533	chr12	56526506	56526556	CID_690227	5	7	56526534	50	ESYT1	CDS
chr12	56527205	56527247	CID_982689	5	+	7	56527225	chr12	56527201	56527247	CID_690229	3	9	56527226	42	ESYT1	CDS
chr12	56531986	56532050	CID_982711	4	+	5	56532000	chr12	56531973	56532028	CID_690252	5	5	56531992	42	ESYT1	CDS
chr12	56537059	56537095	CID_982728	5	+	5	56537077	chr12	56537048	56537095	CID_690266	4	5	56537077	36	ESYT1	CDS
chr12	56537658	56537745	CID_982730	13	+	22	56537669	chr12	56537656	56537706	CID_690268	8	8	56537679	48	ESYT1	UTR3
chr12	56555320	56555364	CID_982784	7	+	9	56555346	chr12	56555320	56555369	CID_690307	2	6	56555341	44	MYL6	UTR3
chr12	56558159	56558300	CID_982804	41	-	65	56558222	chr12	56558135	56558300	CID_690314	13	37	56558214	141	SMARCC2	CDS
chr12	56558475	56558514	CID_982807	4	-	8	56558475	chr12	56558475	56558504	CID_690316	4	7	56558475	29	SMARCC2	CDS
chr12	56565502	56565532	CID_982823	2	-	6	56565508	chr12	56565478	56565530	CID_690325	5	7	56565506	28	SMARCC2	CDS
chr12	56572215	56572254	CID_982835	10	-	10	56572223	chr12	56572198	56572254	CID_690339	8	11	56572220	39	SMARCC2	CDS
chr12	56618666	56618719	CID_982924	8	+	11	56618705	chr12	56618623	56618717	CID_690412	4	8	56618707	51	NABP2	CDS
chr12	56619413	56619468	CID_982928	17	+	22	56619443	chr12	56619419	56619468	CID_690416	9	12	56619441	49	NABP2	CDS
chr12	56620270	56620308	CID_982931	9	+	10	56620287	chr12	56620270	56620308	CID_690422	5	7	56620281	38	NABP2	CDS
chr12	56623002	56623054	CID_982937	8	+	13	56623004	chr12	56622998	56623054	CID_690427	10	14	56623004	52	NABP2	UTR3
chr12	56636512	56636556	CID_982998	33	-	36	56636512	chr12	56636500	56636539	CID_690472	28	33	56636512	27	ANKRD52	UTR3
chr12	56646788	56646851	CID_983032	13	-	21	56646820	chr12	56646788	56646842	CID_690508	6	7	56646819	54	ANKRD52	CDS
chr12	56666180	56666222	CID_983100	5	-	8	56666205	chr12	56666176	56666222	CID_690569	5	6	56666202	42	CS	UTR3
chr12	56676206	56676391	CID_983120	112	-	156	56676318	chr12	56676223	56676391	CID_690593	95	121	56676318	168	CS	CDS
chr12	56693944	56694140	CID_983152	119	-	191	56694018	chr12	56693944	56694124	CID_690610	76	118	56694018	180	CS	start
chr12	56704294	56704379	CID_983169	22	-	30	56704365	chr12	56704218	56704379	CID_690622	17	25	56704371	85	CNPY2	stop
chr12	56704772	56704838	CID_983171	28	-	33	56704799	chr12	56704742	56704819	CID_690623	22	29	56704790	47	CNPY2	CDS
chr12	56708635	56708717	CID_983181	58	-	71	56708713	chr12	56708635	56708733	CID_690630	47	61	56708712	82	CNPY2	CDS
chr12	56708956	56708993	CID_983185	11	-	11	56708985	chr12	56708940	56708993	CID_690633	5	8	56708985	37	CNPY2	CDS
chr12	56717836	56717875	CID_983217	4	-	12	56717852	chr12	56717836	56717871	CID_690656	5	15	56717846	35	PAN2	CDS
chr12	56737119	56737187	CID_983262	8	-	15	56737138	chr12	56737119	56737187	CID_690707	4	5	56737138	68	STAT2	stop
chr12	57005714	57005862	CID_983660	24	-	38	57005777	chr12	57005717	57005829	CID_691030	16	20	57005768	112	BAZ2A	CDS
chr12	57006844	57006884	CID_983668	4	-	6	57006852	chr12	57006840	57006884	CID_691034	3	6	57006850	40	BAZ2A	CDS
chr12	57031973	57032026	CID_983717	7	-	11	57031983	chr12	57031961	57032014	CID_691078	6	8	57031984	41	ATP5B	UTR3
chr12	57032029	57032204	CID_983719	1657	-	1831	57032073	chr12	57032035	57032204	CID_691079	1533	1703	57032073	169	ATP5B	stop
chr12	57033773	57033975	CID_983722	379	-	526	57033922	chr12	57033773	57033975	CID_691085	311	417	57033922	202	ATP5B	CDS
chr12	57036454	57036615	CID_983724	93	-	129	57036552	chr12	57036519	57036634	CID_691088	30	37	57036552	96	ATP5B	CDS
chr12	57037234	57037369	CID_983726	71	-	97	57037312	chr12	57037234	57037371	CID_691090	72	87	57037312	135	ATP5B	CDS
chr12	57037621	57037737	CID_983728	99	-	112	57037652	chr12	57037621	57037737	CID_691092	57	66	57037652	116	ATP5B	CDS
chr12	57038954	57039094	CID_983731	96	-	123	57039012	chr12	57039007	57039083	CID_691095	89	100	57039012	76	ATP5B	CDS
chr12	57039099	57039137	CID_983732	31	-	36	57039128	chr12	57039099	57039137	CID_691096	35	44	57039126	38	ATP5B	CDS
chr12	57039621	57039766	CID_983734	95	-	124	57039681	chr12	57039621	57039766	CID_691099	86	100	57039681	145	ATP5B	start
chr12	57057390	57057517	CID_983758	34	-	49	57057469	chr12	57057393	57057523	CID_691117	31	39	57057469	124	PTGES3	UTR3
chr12	57057609	57057687	CID_983761	14	-	17	57057652	chr12	57057603	57057672	CID_691120	17	23	57057652	63	PTGES3	UTR3
chr12	57058017	57058267	CID_983770	75	-	106	57058133	chr12	57058026	57058194	CID_691125	40	55	57058133	168	PTGES3	stop
chr12	57060008	57060047	CID_983772	20	-	29	57060026	chr12	57059993	57060047	CID_691129	13	18	57060026	39	PTGES3	CDS
chr12	57064061	57064139	CID_983776	12	-	17	57064118	chr12	57064061	57064140	CID_691135	10	15	57064118	78	PTGES3	CDS
chr12	57081844	57082087	CID_983809	73	-	103	57082002	chr12	57081915	57082038	CID_691161	55	67	57082011	123	PTGES3	UTR5
chr12	57106217	57106335	CID_983822	91	-	112	57106234	chr12	57106217	57106335	CID_691173	45	58	57106240	118	NACA	stop
chr12	57108386	57108453	CID_983834	13	-	21	57108414	chr12	57108391	57108447	CID_691184	11	19	57108415	56	NACA	UTR5
chr12	57119051	57119130	CID_983872	90	-	107	57119067	chr12	57119051	57119100	CID_691212	55	69	57119067	49	NACA	UTR5
chr12	57145986	57146046	CID_983912	10	-	16	57146006	chr12	57145983	57146069	CID_691246	5	9	57145997	60	PRIM1	CDS
chr12	57453662	57453842	CID_984253	41	-	63	57453817	chr12	57453734	57453834	CID_691499	12	15	57453816	100	TMEM194A	CDS
chr12	57458429	57458527	CID_984261	407	-	553	57458462	chr12	57458435	57458527	CID_691512	214	289	57458462	92	TMEM194A	CDS
chr12	57463022	57463088	CID_984265	88	-	137	57463049	chr12	57463020	57463088	CID_691513	43	62	57463054	66	TMEM194A	CDS
chr12	57464459	57464552	CID_984271	21	-	36	57464513	chr12	57464505	57464552	CID_691515	3	9	57464513	47	TMEM194A	CDS
chr12	57466571	57466647	CID_984280	51	-	60	57466612	chr12	57466578	57466647	CID_691518	20	21	57466612	69	TMEM194A	CDS
chr12	57472402	57472464	CID_984287	32	-	40	57472415	chr12	57472402	57472457	CID_691525	19	22	57472415	55	TMEM194A	CDS
chr12	57549910	57549994	CID_984428	10	+	13	57549920	chr12	57549910	57549975	CID_691649	5	5	57549920	65	LRP1	CDS
chr12	57552301	57552369	CID_984438	9	+	12	57552318	chr12	57552301	57552362	CID_691662	4	6	57552318	61	LRP1	CDS
chr12	57554818	57554894	CID_984446	7	+	9	57554846	chr12	57554804	57554866	CID_691665	5	11	57554838	48	LRP1	CDS
chr12	57569345	57569403	CID_984489	3	+	6	57569370	chr12	57569345	57569403	CID_691701	4	6	57569373	58	LRP1	CDS
chr12	57569687	57569725	CID_984492	5	+	7	57569706	chr12	57569691	57569745	CID_691703	11	12	57569705	34	LRP1	CDS
chr12	57571301	57571345	CID_984501	3	+	5	57571315	chr12	57571306	57571374	CID_691706	5	6	57571308	39	LRP1	CDS
chr12	57573163	57573247	CID_984515	14	+	18	57573194	chr12	57573169	57573219	CID_691714	6	11	57573198	50	LRP1	CDS
chr12	57573252	57573293	CID_984516	4	+	5	57573273	chr12	57573252	57573309	CID_691716	5	6	57573263	41	LRP1	CDS
chr12	57574967	57575061	CID_984530	9	+	15	57574983	chr12	57574967	57575045	CID_691725	4	7	57574992	78	LRP1	CDS
chr12	57581074	57581144	CID_984557	6	+	9	57581102	chr12	57581062	57581169	CID_691748	6	14	57581102	70	LRP1	CDS
chr12	57581200	57581226	CID_984561	5	+	5	57581217	chr12	57581203	57581229	CID_691749	1	6	57581222	23	LRP1	CDS
chr12	57593104	57593178	CID_984612	1	+	10	57593117	chr12	57593107	57593180	CID_691807	3	9	57593120	71	LRP1	CDS
chr12	57594495	57594553	CID_984618	3	+	7	57594513	chr12	57594487	57594586	CID_691813	4	7	57594507	58	LRP1	CDS
chr12	57601839	57601947	CID_984655	12	+	12	57601880	chr12	57601867	57601927	CID_691846	3	7	57601880	60	LRP1	CDS
chr12	57605000	57605063	CID_984676	7	+	8	57605029	chr12	57604982	57605071	CID_691866	8	13	57605023	63	LRP1	CDS
chr12	57605710	57605792	CID_984682	10	+	13	57605721	chr12	57605710	57605796	CID_691869	10	13	57605717	82	LRP1	CDS
chr12	57610753	57610805	CID_984702	29	+	36	57610779	chr12	57610750	57610805	CID_691887	25	28	57610770	52	NXPH4	start
chr12	57619344	57619599	CID_984725	77	+	109	57619444	chr12	57619235	57619479	CID_691903	51	74	57619440	135	NXPH4	stop
chr12	57623481	57623593	CID_984744	26	+	33	57623557	chr12	57623481	57623593	CID_691920	28	34	57623557	112	SHMT2	start
chr12	57624586	57624651	CID_984747	15	+	19	57624622	chr12	57624586	57624651	CID_691923	4	10	57624616	65	SHMT2	start
chr12	57624658	57624783	CID_984748	16	+	20	57624773	chr12	57624700	57624783	CID_691924	11	15	57624773	83	SHMT2	UTR5
chr12	57625968	57626075	CID_984754	107	+	166	57626058	chr12	57625994	57626069	CID_691931	70	106	57626058	75	SHMT2	CDS
chr12	57626485	57626632	CID_984756	119	+	155	57626602	chr12	57626484	57626631	CID_691935	95	135	57626602	146	SHMT2	CDS
chr12	57849877	57849994	CID_984983	11	+	22	57849884	chr12	57849877	57849941	CID_692119	2	6	57849884	64	INHBE	CDS
chr12	57882811	57882892	CID_985066	34	+	48	57882870	chr12	57882811	57882892	CID_692162	21	32	57882869	81	MARS	UTR5
chr12	57884080	57884120	CID_985073	6	+	10	57884082	chr12	57884070	57884111	CID_692169	5	8	57884082	31	MARS	UTR5
chr12	57891941	57892052	CID_985087	25	+	29	57891978	chr12	57891941	57892056	CID_692177	12	15	57891978	111	MARS	CDS
chr12	57894099	57894134	CID_985091	3	+	7	57894118	chr12	57894111	57894139	CID_692182	3	5	57894118	23	MARS	CDS
chr12	57906536	57906747	CID_985103	67	+	86	57906682	chr12	57906532	57906747	CID_692200	44	59	57906682	211	MARS	CDS
chr12	57908755	57908800	CID_985109	14	+	21	57908759	chr12	57908743	57908780	CID_692205	10	18	57908757	25	MARS	CDS
chr12	57989714	57989758	CID_985326	2	+	9	57989733	chr12	57989717	57989744	CID_692351	1	16	57989728	27	PIP4K2C	CDS
chr12	57989793	57989814	CID_985330	4	+	5	57989807	chr12	57989788	57989814	CID_692352	5	5	57989799	21	PIP4K2C	CDS
chr12	58021450	58021502	CID_985450	3	-	5	58021469	chr12	58021447	58021502	CID_692421	3	5	58021469	52	B4GALNT1	CDS
chr12	58088535	58088709	CID_985517	36	+	45	58088568	chr12	58088535	58088709	CID_692469	28	42	58088568	174	OS9	CDS
chr12	58089745	58089815	CID_985520	72	+	98	58089782	chr12	58089745	58089807	CID_692472	65	77	58089782	62	OS9	CDS
chr12	58111653	58111741	CID_985548	24	+	30	58111704	chr12	58111653	58111741	CID_692488	13	18	58111698	88	OS9	CDS
chr12	58111953	58112201	CID_985550	82	+	122	58112172	chr12	58111953	58112202	CID_692489	67	98	58112172	248	OS9	CDS
chr12	58114186	58114302	CID_985557	47	+	61	58114217	chr12	58114190	58114301	CID_692496	24	39	58114217	111	OS9	CDS
chr12	58114876	58115031	CID_985559	122	+	187	58114922	chr12	58114803	58115002	CID_692500	125	181	58114922	126	OS9	UTR3
chr12	58139965	58140041	CID_985630	65	+	92	58140006	chr12	58139965	58140039	CID_692561	27	44	58140003	74	TSPAN31	CDS
chr12	58140376	58140496	CID_985632	74	+	106	58140456	chr12	58140419	58140496	CID_692564	50	71	58140456	77	TSPAN31	CDS
chr12	58140969	58141149	CID_985636	216	+	306	58141097	chr12	58140999	58141149	CID_692569	134	197	58141097	150	TSPAN31	stop
chr12	58141340	58141397	CID_985639	10	+	13	58141364	chr12	58141331	58141397	CID_692571	9	16	58141372	57	TSPAN31	UTR3
chr12	58142045	58142399	CID_985645	319	-	402	58142116	chr12	58142045	58142397	CID_692578	204	265	58142116	352	CDK4	stop
chr12	58143238	58143286	CID_985648	5	-	8	58143240	chr12	58143238	58143286	CID_692581	6	6	58143238	48	CDK4	UTR5
chr12	58144442	58144547	CID_985649	40	-	52	58144513	chr12	58144442	58144547	CID_692582	14	26	58144516	105	CDK4	UTR5
chr12	58145004	58145054	CID_985653	12	-	19	58145032	chr12	58144998	58145061	CID_692587	4	8	58145036	50	CDK4	UTR5
chr12	58145282	58145367	CID_985655	15	-	18	58145325	chr12	58145302	58145366	CID_692591	5	6	58145324	64	CDK4	UTR5
chr12	58146017	58146078	CID_985663	11	-	15	58146026	chr12	58146017	58146049	CID_692594	5	5	58146030	32	CDK4	UTR5
chr12	58186778	58186850	CID_985760	12	+	15	58186785	chr12	58186778	58186818	CID_692666	5	6	58186794	40	TSFM	CDS
chr12	59271321	59271377	CID_986605	7	-	8	59271338	chr12	59271336	59271365	CID_693249	2	5	59271338	29	LRIG3	CDS
chr12	59280597	59280655	CID_986642	5	-	9	59280614	chr12	59280595	59280662	CID_693269	4	7	59280609	58	LRIG3	CDS
chr12	59283832	59283909	CID_986652	2	-	9	59283855	chr12	59283835	59283901	CID_693281	3	6	59283851	66	LRIG3	CDS
chr12	59284452	59284532	CID_986653	5	-	9	59284475	chr12	59284446	59284519	CID_693283	3	9	59284475	67	LRIG3	CDS
chr12	62415307	62415365	CID_988345	18	-	23	62415321	chr12	62415307	62415361	CID_694362	9	11	62415323	54	FAM19A2	UTR5
chr12	62743013	62743077	CID_988555	14	+	16	62743046	chr12	62743013	62743077	CID_694525	8	12	62743046	64	USP15	CDS
chr12	62954778	62954834	CID_988739	10	+	12	62954816	chr12	62954802	62954834	CID_694643	6	12	62954814	32	MON2	CDS
chr12	64813850	64813877	CID_990142	5	+	5	64813871	chr12	64813850	64813877	CID_695556	5	6	64813863	27	XPOT	CDS
chr12	64813914	64814004	CID_990143	18	+	22	64813941	chr12	64813897	64813961	CID_695557	6	7	64813945	47	XPOT	CDS
chr12	64814210	64814302	CID_990145	12	+	21	64814269	chr12	64814220	64814296	CID_695559	7	15	64814269	76	XPOT	CDS
chr12	64825554	64825603	CID_990172	14	+	26	64825574	chr12	64825554	64825603	CID_695582	21	26	64825568	49	XPOT	CDS
chr12	64841901	64841979	CID_990196	8	+	13	64841920	chr12	64841906	64841954	CID_695599	6	7	64841925	48	XPOT	stop
chr12	64842573	64842602	CID_990205	4	+	5	64842575	chr12	64842573	64842610	CID_695607	6	7	64842584	29	XPOT	UTR3
chr12	64843998	64844044	CID_990218	37	+	41	64844030	chr12	64844007	64844056	CID_695618	20	23	64844028	37	XPOT	UTR3
chr12	65113801	65113872	CID_990449	20	-	27	65113839	chr12	65113803	65113934	CID_695782	10	21	65113829	69	GNS	CDS
chr12	65115386	65115466	CID_990451	28	-	50	65115437	chr12	65115402	65115468	CID_695784	15	19	65115443	64	GNS	CDS
chr12	65130784	65130825	CID_990465	13	-	17	65130795	chr12	65130788	65130833	CID_695795	5	6	65130805	37	GNS	CDS
chr12	65133156	65133275	CID_990469	111	-	156	65133197	chr12	65133156	65133235	CID_695797	72	86	65133197	79	GNS	CDS
chr12	65136921	65137087	CID_990475	106	-	170	65137074	chr12	65136921	65137087	CID_695803	57	107	65137074	166	GNS	CDS
chr12	65139439	65139503	CID_990479	24	-	36	65139459	chr12	65139439	65139476	CID_695810	11	15	65139449	37	GNS	CDS
chr12	65633919	65634019	CID_990870	24	+	46	65633968	chr12	65633954	65634014	CID_696083	8	15	65633978	60	LEMD3	CDS
chr12	66517530	66517597	CID_991569	5	-	6	66517559	chr12	66517501	66517572	CID_696624	5	5	66517550	42	LLPH	UTR3
chr12	66532507	66532541	CID_991594	7	-	11	66532508	chr12	66532507	66532541	CID_696644	4	5	66532511	34	TMBIM4	UTR5
chr12	66539628	66539738	CID_991601	84	-	102	66539661	chr12	66539628	66539738	CID_696647	47	65	66539661	110	TMBIM4	UTR5
chr12	66547124	66547213	CID_991616	41	-	46	66547194	chr12	66547138	66547213	CID_696658	36	42	66547196	75	TMBIM4	UTR5
chr12	67688845	67688910	CID_992495	33	+	39	67688907	chr12	67688873	67688910	CID_697252	16	20	67688907	37	CAND1	CDS
