Gene.names	Razor...unique.peptides	lfq.hdlbp1	lfq.ctrl2	lfq.hdlbp2	lfq.ctrl3	lfq.hdlbp3	up1	up2	up3
CYLD	9	218790000	0	190590000	0	27395000	enr1	enr2	NA
RPRD1B	4	22499000	0	33382000	0	0	NA	NA	NA
AVEN	3	0	0	15976000	0	0	NA	NA	NA
KIF13B	4	8082500	0	0	0	0	NA	NA	NA
GPHN	9	51933000	0	60500000	0	0	NA	NA	NA
BIRC6	7	17825000	0	17541000	0	0	NA	NA	NA
PDLIM7	5	0	0	70050000	0	0	NA	NA	NA
DIABLO	4	235090000	0	132320000	0	0	enr1	NA	NA
DDX21	36	7823600000	2798400000	6144400000	924320000	2968800000	NA	NA	enr3
SAR1A	5	134050000	100260000	140880000	0	0	NA	NA	NA
SH3GLB2	13	2030200000	0	1378400000	0	648830000	enr1	enr2	enr3
EIF2B3	7	67074000	23579000	45371000	0	0	NA	NA	NA
EIF4ENIF1	15	540240000	0	385840000	0	47486000	enr1	enr2	NA
CTPS2	3	0	0	13846000	0	0	NA	NA	NA
AAAS	8	86739000	45249000	84102000	0	0	NA	NA	NA
ABCB10	12	179730000	61205000	134880000	0	53711000	NA	NA	NA
BAZ1A	9	114430000	32959000	56206000	0	28908000	NA	NA	NA
STRN4	8	85217000	0	81034000	0	0	NA	NA	NA
ZNF277	4	0	0	10869000	0	0	NA	NA	NA
AASDHPPT	8	143190000	178450000	185810000	69172000	138820000	NA	NA	NA
DROSHA	11	34037000	38462000	0	35805000	35167000	NA	NA	NA
VPS45	6	86166000	0	74378000	0	0	NA	NA	NA
PNO1	5	92306000	54337000	110890000	0	0	NA	NA	NA
ARHGAP35	23	343080000	0	360640000	0	79481000	enr1	enr2	NA
FAM114A2	9	81939000	0	66828000	0	0	NA	NA	NA
HELLS	6	54814000	57068000	61568000	0	0	NA	NA	NA
TOMM22	6	356120000	69469000	229490000	56898000	199880000	enr1	enr2	enr3
KIF15	4	0	0	15378000	0	0	NA	NA	NA
FARSB	16	413050000	196040000	500780000	76947000	186100000	NA	NA	NA
IARS2	10	157310000	0	120570000	0	0	enr1	NA	NA
BRWD1	13	0	47182000	0	27434000	0	NA	NA	NA
CENPM	5	96801000	37345000	0	0	0	NA	NA	NA
DIAPH3	6	0	0	52328000	0	0	NA	NA	NA
ATG3	4	15742000	0	18352000	0	0	NA	NA	NA
PDS5B	10	90907000	0	58462000	0	0	NA	NA	NA
SMC4	33	876150000	399440000	773950000	21046000	293760000	NA	NA	enr3
ECHDC1	4	0	0	0	0	34915000	NA	NA	NA
TBC1D22B	4	30264000	0	36217000	0	0	NA	NA	NA
MDN1	27	324340000	123830000	187830000	27754000	31874000	NA	NA	NA
ZCCHC3	4	13880000	0	12184000	0	0	NA	NA	NA
STAU2	19	426200000	40256000	469610000	0	127840000	enr1	enr2	NA
AGPAT5	4	0	3380700	0	0	0	NA	NA	NA
TXLNG	4	52143000	0	72753000	0	0	NA	NA	NA
SPATS2L	8	85705000	0	61490000	0	0	NA	NA	NA
ABCF3	14	142700000	0	137900000	0	82107000	enr1	enr2	NA
DDX19A;DDX19B	13	155530000	121190000	142820000	0	153610000	NA	NA	enr3
DCAF13	4	0	0	18935000	0	0	NA	NA	NA
SEPT11	10	251550000	0	241730000	0	147410000	enr1	enr2	enr3
PARVA	5	19043000	0	20639000	0	0	NA	NA	NA
PANK4	15	234530000	31448000	165610000	0	41103000	enr1	enr2	NA
DNAJC11	13	492540000	135380000	334580000	0	125460000	enr1	NA	NA
INTS7	12	134560000	55762000	125370000	0	50154000	NA	NA	NA
FANCI	21	414980000	10954000	222600000	0	32630000	enr1	enr2	NA
ATAD3A;ATAD3B	15	149200000	216240000	132080000	0	0	NA	NA	NA
PRMT7	10	197890000	0	232570000	0	166750000	enr1	enr2	enr3
DDX18	11	515550000	140140000	303580000	59878000	193390000	enr1	NA	enr3
DNAAF2	4	30173000	0	33648000	0	0	NA	NA	NA
MTPAP	10	333010000	87511000	232760000	0	108640000	enr1	NA	NA
HAUS2	3	0	0	0	0	3389600	NA	NA	NA
NECAP2	5	0	0	0	0	54344000	NA	NA	NA
POLR3B	4	0	0	18984000	0	0	NA	NA	NA
RBM28	13	110570000	47425000	92517000	0	0	NA	NA	NA
GPATCH2	4	0	28787000	0	0	0	NA	NA	NA
ARGLU1	6	0	1.074e+09	668930000	0	0	NA	NA	NA
IFT57	4	16464000	0	0	0	0	NA	NA	NA
ASNSD1	3	0	0	1465000	0	0	NA	NA	NA
CCDC109B	4	0	0	24306000	0	0	NA	NA	NA
PIH1D1	7	258020000	0	252260000	0	154640000	enr1	enr2	enr3
C4orf27	4	31530000	0	31679000	0	0	NA	NA	NA
UCKL1	5	41573000	0	56796000	0	25073000	NA	NA	NA
COMMD8	6	244060000	0	456170000	0	305240000	enr1	enr2	enr3
MRPL16	7	224530000	77704000	184480000	0	80480000	NA	NA	NA
CHCHD3	4	0	0	31757000	0	0	NA	NA	NA
SMPD4	8	180240000	53396000	126820000	0	94603000	enr1	NA	NA
TEX10	11	46830000	0	61220000	0	46513000	NA	NA	NA
BRE	3	53895000	0	52371000	0	0	NA	NA	NA
CDKN2AIP	4	0	0	4894700	0	0	NA	NA	NA
DDX56	10	194490000	96005000	152650000	0	73836000	NA	NA	NA
BCLAF1	10	255240000	59222000	319580000	0	26775000	enr1	enr2	NA
UTP6	5	32680000	15689000	0	0	0	NA	NA	NA
TAB2	3	0	0	19262000	0	0	NA	NA	NA
ZAK	5	40313000	0	39442000	0	0	NA	NA	NA
TMOD3	8	83560000	0	115860000	0	65210000	NA	NA	NA
FASTKD2	10	89145000	43623000	64734000	0	61610000	NA	NA	NA
TECR	11	3911300000	1337300000	2824100000	1023600000	942510000	NA	NA	NA
ERAP1	5	24415000	0	15632000	0	20875000	NA	NA	NA
GGA3	4	0	0	10249000	0	0	NA	NA	NA
FAM120A	20	425300000	163650000	329400000	65706000	180840000	NA	NA	NA
WWOX	11	1752200000	0	1887300000	0	779880000	enr1	enr2	enr3
IGF2BP1	24	3030500000	949470000	2671100000	347620000	1127500000	enr1	NA	enr3
DTL	5	42923000	0	41540000	0	0	NA	NA	NA
ITSN2	3	10330000	0	8171600	0	0	NA	NA	NA
ARHGEF12	6	66995000	0	54728000	0	0	NA	NA	NA
CNOT2	3	0	0	0	0	29924000	NA	NA	NA
CALML5	3	0	64309000	0	0	0	NA	NA	NA
LMCD1	3	0	0	0	0	16790000	NA	NA	NA
HACD3	10	983460000	407720000	794610000	163910000	574520000	NA	NA	enr3
EMC3	3	0	0	10181000	0	0	NA	NA	NA
NDUFA13	4	0	0	0	45504000	34421000	NA	NA	NA
RAI14	14	194700000	0	153460000	0	0	enr1	enr2	NA
H2AFY2	4	51138000	0	0	0	0	NA	NA	NA
ORMDL1	4	77195000	25191000	0	0	0	NA	NA	NA
RCC2	7	0	58525000	0	0	0	NA	NA	NA
KIAA1468	3	26324000	0	17379000	0	0	NA	NA	NA
SLAIN2	5	34800000	0	62232000	0	0	NA	NA	NA
USP36	12	87542000	141140000	58180000	0	0	NA	NA	NA
BCCIP	6	516050000	278650000	515660000	82180000	238080000	NA	NA	NA
CTTNBP2NL	5	46254000	0	38592000	0	0	NA	NA	NA
CFAP97	5	44136000	0	58894000	0	0	NA	NA	NA
IBTK	31	1451500000	0	1172700000	0	418910000	enr1	enr2	enr3
HEATR5B	11	37093000	0	29655000	0	0	NA	NA	NA
FAM135A	10	133210000	0	138280000	0	51393000	NA	enr2	NA
RRBP1	13	88554000	0	55940000	0	0	NA	NA	NA
SIPA1L2	9	45823000	0	33069000	0	0	NA	NA	NA
CPSF2	3	0	0	3763700	0	0	NA	NA	NA
LARS	36	1382400000	514740000	999940000	152410000	667160000	NA	NA	enr3
EIF2AK4	4	27437000	0	0	0	0	NA	NA	NA
RBM27	5	11616000	0	9326300	0	0	NA	NA	NA
ANKFY1	7	1.2413e+10	0	1.2653e+10	0	0	enr1	enr2	NA
SUCLA2	10	190390000	176410000	282530000	73981000	0	NA	NA	NA
WRAP73	7	43602000	0	61256000	0	0	NA	NA	NA
ATXN10	8	144590000	32634000	181300000	0	30997000	enr1	enr2	NA
NCDN	6	43140000	0	49985000	0	0	NA	NA	NA
TFIP11	10	129140000	0	120720000	0	0	NA	NA	NA
EPS15L1	36	1914700000	19928000	2114700000	0	355660000	enr1	enr2	enr3
ORC3	4	0	8893000	11112000	0	0	NA	NA	NA
SAE1	13	156080000	65963000	214060000	0	27637000	NA	enr2	NA
COPG2	32	1.1613e+10	245650000	1.1341e+10	40095000	2548300000	enr1	enr2	enr3
PI4KB	7	73855000	0	0	0	0	NA	NA	NA
COMMD3	5	40148000	0	45213000	0	0	NA	NA	NA
HECA	3	0	0	12154000	0	0	NA	NA	NA
DHCR7	6	477910000	221100000	372030000	105330000	211270000	NA	NA	NA
HDAC6	10	210270000	0	117650000	0	169430000	enr1	NA	enr3
EIF3K	3	0	0	87218000	0	0	NA	NA	NA
UBA2	6	133630000	0	137870000	0	41801000	NA	enr2	NA
NXF1	16	393730000	183750000	640910000	48634000	334350000	NA	enr2	enr3
PEF1	3	0	0	0	9392600	0	NA	NA	NA
SLC25A10	11	1422900000	496540000	1.116e+09	187070000	464250000	NA	NA	NA
AASS	10	107190000	52280000	73248000	0	0	NA	NA	NA
MTFP1	3	50785000	0	0	0	0	NA	NA	NA
TJP2	32	798440000	0	667880000	0	249940000	enr1	enr2	enr3
MALT1	6	54564000	0	0	0	0	NA	NA	NA
STK39	4	37361000	0	32148000	0	0	NA	NA	NA
ADD3	9	230540000	0	183020000	0	0	enr1	enr2	NA
LRWD1	4	0	0	30418000	0	21759000	NA	NA	NA
CNOT8	4	98446000	0	0	0	0	NA	NA	NA
ABCF2	20	1225800000	532870000	1427800000	203890000	468100000	NA	NA	NA
TES	11	207970000	0	270560000	0	79433000	enr1	enr2	NA
TUBGCP4	9	72512000	0	80904000	0	0	NA	NA	NA
LIMD1	10	0	0	148360000	0	0	NA	enr2	NA
SEC63	12	441280000	153990000	377960000	0	149790000	NA	NA	enr3
ZC3H7B	8	45850000	0	36481000	0	0	NA	NA	NA
NDRG3	4	74135000	0	76367000	0	0	NA	NA	NA
SWAP70	8	0	0	95097000	0	0	NA	NA	NA
LIMA1	19	678400000	0	488970000	0	0	enr1	enr2	NA
SRP68	28	3295200000	0	2982900000	0	770020000	enr1	enr2	enr3
CHORDC1	10	351770000	221260000	516490000	87825000	109760000	NA	NA	NA
TBK1	14	375370000	41080000	234400000	0	37833000	enr1	enr2	NA
SEPT9	13	332230000	0	264920000	0	120460000	enr1	enr2	NA
DDX20	17	361300000	125010000	341170000	0	181540000	NA	NA	enr3
SHPK	8	72526000	27408000	50396000	0	0	NA	NA	NA
BAIAP2L1	5	21454000	0	19641000	0	0	NA	NA	NA
PFDN2	5	149460000	0	156450000	0	124210000	enr1	enr2	NA
PUF60	11	0	0	67572000	0	0	NA	NA	NA
NRBP1	4	92725000	0	75142000	0	0	NA	NA	NA
EIF2B4	4	0	0	28597000	0	0	NA	NA	NA
ATP6V1H	14	472470000	123940000	460440000	0	157900000	enr1	enr2	enr3
IPO11	13	260990000	71835000	2.41e+08	0	75294000	enr1	enr2	NA
TRMT112	4	191220000	0	197320000	0	127500000	enr1	enr2	NA
MAD2L2	3	39569000	0	38350000	0	0	NA	NA	NA
XPO7	17	210330000	95420000	144540000	0	60668000	NA	NA	NA
VPS51	15	194820000	17661000	123650000	0	0	enr1	NA	NA
BAZ1B	12	247350000	60456000	231960000	0	64553000	enr1	enr2	NA
HERC5	7	210480000	0	193970000	0	0	enr1	enr2	NA
CNOT7	5	94137000	0	56790000	0	25510000	NA	NA	NA
HOOK1	3	9987300	0	0	0	0	NA	NA	NA
SLC25A13	30	1.615e+09	549120000	1265600000	404040000	663090000	NA	NA	NA
DBNL	14	501260000	0	561970000	0	613120000	enr1	enr2	enr3
DCTN4	3	25682000	0	22424000	0	0	NA	NA	NA
CDC23	12	157940000	0	93168000	0	0	enr1	NA	NA
ANAPC7	9	69143000	0	86763000	0	0	NA	NA	NA
ANAPC5	10	117670000	0	94074000	0	0	NA	NA	NA
ANAPC4	5	73342000	0	64005000	0	0	NA	NA	NA
GGA2	4	0	0	19158000	0	0	NA	NA	NA
STOML2	7	139540000	45166000	116240000	0	58945000	enr1	NA	NA
FAM208A	6	7931400	0	0	0	0	NA	NA	NA
HN1	7	159960000	0	162430000	0	230480000	enr1	enr2	enr3
FBXO9	4	0	0	35403000	0	0	NA	NA	NA
AKAP11	6	31406000	0	25621000	0	0	NA	NA	NA
MRTO4	13	522660000	236550000	544790000	16028000	60080000	NA	NA	NA
TNIK	14	354320000	0	340460000	0	62210000	enr1	enr2	NA
CPSF3	17	504950000	38419000	904050000	0	283770000	enr1	enr2	enr3
APPL1	4	0	0	25842000	0	0	NA	NA	NA
NUDT5	10	334820000	0	639690000	0	306760000	enr1	enr2	enr3
RALY	5	38079000	44591000	36130000	22070000	0	NA	NA	NA
GTF3C4	5	0	24606000	0	0	0	NA	NA	NA
FBXO5	5	0	0	45171000	0	0	NA	NA	NA
ACIN1	4	35764000	0	0	0	0	NA	NA	NA
AGO2	11	156410000	0	105730000	0	0	enr1	NA	NA
CDV3	8	1.97e+08	0	346180000	0	168870000	enr1	enr2	enr3
CNOT11	9	206750000	0	176480000	0	72039000	enr1	enr2	NA
RAB21	6	312990000	219860000	230010000	89515000	54611000	NA	NA	NA
MTUS1	5	39976000	0	37344000	0	0	NA	NA	NA
PALD1	14	159100000	0	134130000	0	72921000	enr1	NA	NA
KIDINS220	5	31705000	0	22973000	0	0	NA	NA	NA
MKL2	43	3.3399e+10	1070400000	1.8969e+10	207880000	5773900000	enr1	enr2	enr3
ODF2L	3	18029000	0	19764000	0	0	NA	NA	NA
MED23	11	32855000	16800000	26440000	0	17827000	NA	NA	NA
YEATS2	5	12739000	0	0	0	0	NA	NA	NA
HECTD1	12	33915000	0	57270000	0	0	NA	NA	NA
CORO1C	15	1614700000	12929000	1.725e+09	0	1451800000	enr1	enr2	enr3
AKAP8L	4	61480000	29567000	32465000	0	0	NA	NA	NA
MYO6	31	460310000	133660000	443590000	0	264360000	enr1	enr2	enr3
SPATA2	3	25899000	0	17482000	0	0	NA	NA	NA
PRPF19	6	258330000	88779000	157800000	32800000	95076000	NA	NA	NA
SYNRG	9	74718000	0	68696000	0	36931000	NA	NA	NA
G3BP2	6	221510000	0	273070000	0	0	enr1	enr2	NA
STUB1	5	42499000	0	44476000	0	0	NA	NA	NA
PACSIN2	7	95569000	0	106800000	0	69021000	NA	NA	NA
MAGED2	16	199580000	89669000	179590000	0	165370000	NA	NA	enr3
SNX6	6	37810000	0	40951000	0	0	NA	NA	NA
PSMD13	4	25527000	0	35515000	0	0	NA	NA	NA
DIMT1	10	406320000	131710000	305090000	37253000	124030000	enr1	NA	NA
COPS3	4	0	0	89055000	0	0	NA	NA	NA
WDR3	13	352920000	125210000	354670000	0	38326000	NA	NA	NA
TTF2	31	269850000	76411000	939450000	0	135080000	enr1	enr2	enr3
NSFL1C	10	0	0	112300000	0	100300000	NA	NA	NA
AP4E1	4	33420000	0	33358000	0	0	NA	NA	NA
MACF1	10	63218000	0	38666000	0	0	NA	NA	NA
CEP131	4	6645900	0	0	0	0	NA	NA	NA
PPP6R1	12	151550000	0	146550000	0	0	enr1	enr2	NA
PHF8	7	90486000	62461000	66375000	0	0	NA	NA	NA
LIMCH1	16	249040000	0	158140000	0	33410000	enr1	enr2	NA
TNRC6B	23	306300000	0	340460000	0	234450000	enr1	enr2	enr3
SMG5	9	101210000	0	95405000	0	0	NA	NA	NA
ANKRD26	3	16014000	0	0	0	0	NA	NA	NA
USP24	21	195260000	14734000	166770000	0	0	enr1	enr2	NA
TBC1D2B	4	0	0	12329000	0	0	NA	NA	NA
AGTPBP1	20	448040000	0	392070000	0	1.59e+08	enr1	enr2	enr3
DICER1	17	154190000	0	217410000	0	70913000	enr1	enr2	NA
SRRM2	8	0	43739000	32292000	0	0	NA	NA	NA
PA2G4	13	571680000	0	773820000	0	383430000	enr1	enr2	enr3
SMC3	44	987760000	407220000	844730000	107650000	1.67e+08	NA	NA	NA
HDAC5	5	23716000	0	0	0	0	NA	NA	NA
CHMP2B	8	506100000	0	423470000	0	162770000	enr1	enr2	enr3
SCML2	7	152270000	0	154870000	0	0	enr1	enr2	NA
MTMR6	18	172670000	0	212670000	0	110670000	enr1	enr2	NA
NIP7	3	57158000	0	0	0	0	NA	NA	NA
GNE	3	23494000	0	0	0	0	NA	NA	NA
C14orf166	12	366350000	171770000	445190000	19202000	46538000	NA	NA	NA
RUVBL2	27	5616600000	276540000	5178300000	54471000	1174100000	enr1	enr2	enr3
POLH	3	0	0	14087000	0	0	NA	NA	NA
EIF3L	10	243530000	83470000	192240000	0	72808000	NA	NA	NA
RUVBL1	22	4863700000	216670000	4298900000	0	911700000	enr1	enr2	enr3
NUDC	17	1544500000	48528000	1990900000	0	413840000	enr1	enr2	enr3
VDAC3	9	3806600000	1391900000	2925700000	612980000	1348900000	NA	NA	NA
FARSA	15	269520000	186210000	451280000	40998000	125800000	NA	NA	NA
DRG1	11	382850000	79196000	407610000	0	168790000	enr1	enr2	enr3
NCKAP1	8	76085000	0	49537000	0	0	NA	NA	NA
AKAP2	6	77066000	0	60144000	0	0	NA	NA	NA
SSX2IP	3	12893000	0	0	0	0	NA	NA	NA
CARD8	3	0	0	4189200	0	0	NA	NA	NA
STK38L	3	0	0	11011000	0	0	NA	NA	NA
INPP5F	21	486640000	0	502280000	0	160590000	enr1	enr2	enr3
FNDC3A	6	85969000	0	58263000	0	0	NA	NA	NA
PIKFYVE	6	44419000	0	0	0	0	NA	NA	NA
WDR37	4	0	0	10189000	0	0	NA	NA	NA
EPB41L3	34	2573100000	31034000	2596800000	19115000	717150000	enr1	enr2	enr3
KDM2A	3	0	0	17130000	0	0	NA	NA	NA
DIS3	29	969700000	389470000	987410000	71730000	454660000	NA	NA	enr3
GSTK1	3	0	0	20749000	0	0	NA	NA	NA
DDX52	6	48209000	47287000	41949000	0	0	NA	NA	NA
POLDIP2	4	0	0	12519000	0	0	NA	NA	NA
AP3M1	7	243810000	115010000	208040000	62710000	150150000	NA	NA	NA
THRAP3	6	42823000	0	35149000	0	0	NA	NA	NA
MED16	4	0	0	0	0	24364000	NA	NA	NA
NOP58	10	220930000	96888000	209880000	0	79342000	NA	NA	NA
GIT1	5	0	0	36904000	0	0	NA	NA	NA
SUGT1	13	315610000	0	357850000	0	366070000	enr1	enr2	enr3
YARS2	10	231590000	70837000	132500000	19977000	0	enr1	NA	NA
ACOT9	13	208510000	152910000	140950000	0	50711000	NA	NA	NA
AAR2	7	75237000	0	69994000	0	28456000	NA	NA	NA
LUC7L2;LUC7L	8	42216000	485800000	223620000	70873000	57230000	NA	NA	NA
MRPS2	5	165300000	112090000	0	0	0	NA	NA	NA
MOB4	3	0	0	0	0	10123000	NA	NA	NA
RRP7A	4	278320000	0	0	0	0	enr1	NA	NA
SBDS	8	1.33e+08	75745000	125100000	0	0	NA	NA	NA
STRAP	17	1.171e+10	552500000	1.1567e+10	132760000	6090900000	enr1	enr2	enr3
RTCB	17	471700000	177580000	458510000	133030000	121270000	NA	NA	NA
FBXO7	4	48316000	0	32960000	0	0	NA	NA	NA
RABGAP1	4	45933000	0	37961000	0	0	NA	NA	NA
GRIP1	3	7801500	0	0	0	0	NA	NA	NA
DOPEY2	4	21473000	0	10296000	0	0	NA	NA	NA
NOC2L	14	409470000	301580000	342590000	95651000	117400000	NA	NA	NA
RPL36	3	0	0	196790000	117810000	0	NA	enr2	NA
SAMHD1	4	23435000	0	0	0	0	NA	NA	NA
HBS1L	19	798390000	64538000	787910000	0	357730000	enr1	enr2	enr3
WDR45	7	333220000	0	257440000	0	80310000	enr1	enr2	NA
TLN1	64	2149700000	31404000	2008900000	0	638770000	enr1	enr2	enr3
KIF3A	3	0	0	6009800	0	0	NA	NA	NA
TRRAP	5	0	0	9316800	0	0	NA	NA	NA
TCAF1	12	106230000	53491000	101250000	0	0	NA	NA	NA
ZNF451	5	67234000	0	0	0	0	NA	NA	NA
USP15	32	1427400000	11634000	1739100000	0	256870000	enr1	enr2	enr3
FARP1	7	95486000	0	50315000	0	0	NA	NA	NA
KIAA0430	4	38285000	0	0	0	0	NA	NA	NA
IRS2	7	40113000	0	31919000	0	0	NA	NA	NA
MAP4K5	10	130930000	0	159300000	0	101470000	NA	enr2	NA
HYOU1	16	256260000	77958000	228820000	0	109970000	enr1	NA	NA
WIPI2	7	1159800000	0	1122200000	0	261730000	enr1	enr2	enr3
TELO2	19	149560000	39153000	142360000	0	15632000	enr1	enr2	NA
LAS1L	9	110300000	54861000	115350000	0	49615000	NA	NA	NA
AFG3L2	8	65266000	0	38926000	0	30625000	NA	NA	NA
SAMM50	3	35693000	0	36111000	0	0	NA	NA	NA
PRRC2C	56	2538700000	69744000	1903300000	0	822220000	enr1	enr2	enr3
PPME1	10	192840000	0	244520000	0	111830000	enr1	enr2	NA
KCTD3	6	70325000	0	52010000	0	0	NA	NA	NA
NUB1	5	23700000	0	23843000	0	0	NA	NA	NA
YTHDF2	8	549660000	74148000	702770000	63247000	354760000	enr1	enr2	enr3
NME7	11	230780000	0	256950000	0	170600000	enr1	enr2	enr3
SUPT16H	22	432770000	203380000	403730000	69426000	165430000	NA	NA	NA
UTP18	8	123180000	71991000	101150000	0	49656000	NA	NA	NA
CD2AP	31	7627900000	101260000	7817300000	0	2.93e+09	enr1	enr2	enr3
TNPO3	15	276560000	117240000	242740000	0	119250000	NA	NA	NA
SRPRB	7	146230000	0	152840000	0	0	enr1	enr2	NA
GTF3C5	11	82073000	45809000	119400000	0	90174000	NA	NA	NA
GTF3C3	8	33576000	8934800	0	0	0	NA	NA	NA
USP16	11	271790000	0	284660000	0	40178000	enr1	enr2	NA
MAGED1	7	40169000	0	0	0	0	NA	NA	NA
SNX9	8	0	0	76685000	0	81748000	NA	NA	NA
SNX5	5	0	0	58068000	0	0	NA	NA	NA
NUBP2	6	139520000	34530000	123050000	0	71312000	enr1	NA	NA
PUS1	9	129400000	0	94648000	0	0	NA	NA	NA
FHOD1	3	0	0	30394000	0	0	NA	NA	NA
SLC25A15	8	131410000	55712000	146830000	0	114210000	NA	NA	NA
ALG6	3	0	0	0	0	45095000	NA	NA	NA
ALG5	7	117720000	41295000	96107000	40131000	62332000	NA	NA	NA
COPG1	14	454430000	188650000	456510000	0	197250000	NA	NA	enr3
AUP1	3	22774000	0	21527000	0	0	NA	NA	NA
CFAP20	3	0	58284000	92730000	0	0	NA	NA	NA
TACC3	3	36438000	0	44270000	0	0	NA	NA	NA
STK24	5	57539000	0	30026000	0	24797000	NA	NA	NA
DYNC1LI1	8	107910000	57692000	104780000	0	25361000	NA	NA	NA
CEPT1	3	107490000	46456000	95875000	0	46378000	NA	NA	NA
IKBKG	3	0	0	19053000	0	0	NA	NA	NA
IGF2BP2	18	379420000	51339000	688230000	0	620680000	enr1	enr2	enr3
NUMBL	10	251210000	0	256330000	0	1.17e+08	enr1	enr2	NA
SCIN	7	0	0	68596000	0	0	NA	NA	NA
DDX49	3	0	0	15723000	0	0	NA	NA	NA
CAPN7	4	0	0	17312000	0	0	NA	NA	NA
WASF2	4	0	0	0	0	10606000	NA	NA	NA
MORC2	7	49325000	0	42260000	0	0	NA	NA	NA
SEC23IP	15	2.78e+08	0	320540000	0	62951000	enr1	enr2	NA
