gene_name	gene_id	annotation	tc_CDS	uniq_reads_CDS	cluster_count_CDS	tc_UTR3	uniq_reads_UTR3	cluster_count_UTR3	tc_UTR5	uniq_reads_UTR5	cluster_count_UTR5	tc_transcript	uniq_transcript	cluster_count_transcript
PSMA1	ENSG00000129084.13	protein_coding	44.5	67	1	12	13.5	2	NA	NA	NA	56.5	80.5	3
RP13-672B3.2	ENSG00000256632.3	protein_coding	4.5	6.5	1	NA	NA	NA	7.5	7.5	1	56.5	69.5	3
RPL7A	ENSG00000260501.1	protein_coding	56.5	61	1	NA	NA	NA	NA	NA	NA	56.5	61	1
RPS15A	ENSG00000134419.11	protein_coding	NA	NA	NA	NA	NA	NA	13.5	20	1	56.5	72.5	3
XPO1	ENSG00000082898.12	protein_coding	42.5	65.5	6	6.5	7.5	1	NA	NA	NA	56.5	84.5	8
CENPF	ENSG00000117724.8	protein_coding	56	79.5	4	NA	NA	NA	NA	NA	NA	56	79.5	4
KIF2A	ENSG00000068796.12	protein_coding	50.5	74	2	NA	NA	NA	5.5	6.5	1	56	80.5	3
LGR5	ENSG00000139292.8	protein_coding	56	93	2	NA	NA	NA	NA	NA	NA	56	93	2
MAP4	ENSG00000047849.17	protein_coding	46.5	73	3	9.5	14.5	2	NA	NA	NA	56	87.5	5
SLC22A17	ENSG00000092096.10	protein_coding	56	89.5	3	NA	NA	NA	NA	NA	NA	56	89.5	3
THBS4	ENSG00000113296.10	protein_coding	56	82	7	NA	NA	NA	NA	NA	NA	56	82	7
TMEM161B	ENSG00000164180.9	protein_coding	NA	NA	NA	NA	NA	NA	56	72.5	3	56	72.5	3
TMEM175	ENSG00000127419.12	protein_coding	48	81.5	1	NA	NA	NA	NA	NA	NA	56	97.5	3
DYX1C1-CCPG1	ENSG00000261771.1	processed_transcript	55.5	76	3	NA	NA	NA	NA	NA	NA	55.5	76	3
IL6ST	ENSG00000134352.15	protein_coding	NA	NA	NA	35	41	3	20.5	33.5	1	55.5	74.5	4
MED24	ENSG00000008838.13	protein_coding	55.5	84	4	NA	NA	NA	NA	NA	NA	55.5	84	4
MLF2	ENSG00000089693.6	protein_coding	35	46	2	NA	NA	NA	NA	NA	NA	55.5	70	3
PABPC4	ENSG00000090621.9	protein_coding	24.5	35.5	2	10	12.5	1	21	27.5	2	55.5	75.5	5
PTBP3	ENSG00000119314.11	protein_coding	38	55	3	NA	NA	NA	NA	NA	NA	55.5	76.5	4
SPTLC2	ENSG00000100596.2	protein_coding	55.5	74	4	NA	NA	NA	NA	NA	NA	55.5	74	4
TIPRL	ENSG00000143155.8	protein_coding	30	53	1	25.5	32.5	1	NA	NA	NA	55.5	85.5	2
BCL2L12	ENSG00000126453.5	protein_coding	27	31	1	28	34	2	NA	NA	NA	55	65	3
CENPV	ENSG00000166582.5	protein_coding	47.5	63	3	NA	NA	NA	7.5	15.5	1	55	78.5	4
DDX39A	ENSG00000123136.10	protein_coding	50	67	2	5	13	1	NA	NA	NA	55	80	3
IFNGR1	ENSG00000027697.8	protein_coding	55	74.5	3	NA	NA	NA	NA	NA	NA	55	74.5	3
INTS7	ENSG00000143493.8	protein_coding	55	70	1	NA	NA	NA	NA	NA	NA	55	70	1
PMPCA	ENSG00000165688.7	protein_coding	5.5	8	1	NA	NA	NA	49.5	70	2	55	78	3
PSMD14	ENSG00000115233.7	protein_coding	55	69.5	2	NA	NA	NA	NA	NA	NA	55	69.5	2
SMG9	ENSG00000105771.9	protein_coding	40	68	2	NA	NA	NA	15	20.5	1	55	88.5	3
UBE2A	ENSG00000077721.11	protein_coding	19	22.5	1	26.5	32.5	2	NA	NA	NA	55	67	4
ATP5G3	ENSG00000154518.5	protein_coding	33.5	41.5	3	NA	NA	NA	NA	NA	NA	54.5	77.5	4
KIF20A	ENSG00000112984.7	protein_coding	54.5	89.5	6	NA	NA	NA	NA	NA	NA	54.5	89.5	6
MED14	ENSG00000180182.6	protein_coding	48.5	67.5	4	6	7.5	1	NA	NA	NA	54.5	75	5
PEBP1	ENSG00000089220.4	protein_coding	51.5	73.5	3	3	5	1	NA	NA	NA	54.5	78.5	4
PNRC1	ENSG00000146278.10	protein_coding	NA	NA	NA	NA	NA	NA	54.5	88.5	1	54.5	88.5	1
RBM42	ENSG00000126254.7	protein_coding	54.5	78.5	4	NA	NA	NA	NA	NA	NA	54.5	78.5	4
ZC3H14	ENSG00000100722.14	protein_coding	49	63	4	NA	NA	NA	NA	NA	NA	54.5	68.5	5
JMJD8	ENSG00000161999.7	protein_coding	NA	NA	NA	30	35	3	NA	NA	NA	54	66	4
MFF	ENSG00000168958.15	protein_coding	15.5	17.5	2	NA	NA	NA	38.5	55.5	1	54	73	3
MLLT11	ENSG00000213190.2	protein_coding	NA	NA	NA	NA	NA	NA	NA	NA	NA	54	74	1
MTHFD1	ENSG00000100714.11	protein_coding	54	75	4	NA	NA	NA	NA	NA	NA	54	75	4
SLC25A1	ENSG00000268928.1	protein_coding	47	74.5	3	NA	NA	NA	7	13	1	54	87.5	4
ZDHHC12	ENSG00000160446.14	protein_coding	54	79	2	NA	NA	NA	NA	NA	NA	54	79	2
APLP1	ENSG00000105290.7	protein_coding	45.5	61.5	2	8	11	1	NA	NA	NA	53.5	72.5	3
CSNK1A1	ENSG00000113712.12	protein_coding	53.5	69.5	2	NA	NA	NA	NA	NA	NA	53.5	69.5	2
EPHA7	ENSG00000135333.9	protein_coding	53.5	86	3	NA	NA	NA	NA	NA	NA	53.5	86	3
GNB2	ENSG00000172354.5	protein_coding	53.5	68	1	NA	NA	NA	NA	NA	NA	53.5	68	1
KHDRBS1	ENSG00000121774.13	protein_coding	53.5	81	4	NA	NA	NA	NA	NA	NA	53.5	81	4
RHOBTB3	ENSG00000164292.8	protein_coding	53.5	73.5	5	NA	NA	NA	NA	NA	NA	53.5	73.5	5
SAMD4B	ENSG00000179134.10	protein_coding	NA	NA	NA	NA	NA	NA	NA	NA	NA	53.5	63	1
STRN	ENSG00000115808.7	protein_coding	NA	NA	NA	53.5	57	1	NA	NA	NA	53.5	57	1
TMEM64	ENSG00000180694.9	protein_coding	53.5	76	1	NA	NA	NA	NA	NA	NA	53.5	76	1
C19orf10	ENSG00000074842.3	protein_coding	53	70.5	3	NA	NA	NA	NA	NA	NA	53	70.5	3
FARSB	ENSG00000116120.8	protein_coding	31	41.5	3	8	10	1	14	18.5	1	53	70	5
GJB2	ENSG00000165474.5	protein_coding	53	75	2	NA	NA	NA	NA	NA	NA	53	75	2
GYS1	ENSG00000104812.10	protein_coding	15	20	2	NA	NA	NA	38	52.5	3	53	72.5	5
HAX1	ENSG00000143575.10	protein_coding	33	38.5	3	NA	NA	NA	NA	NA	NA	53	67.5	4
HIST1H3C	ENSG00000196532.4	protein_coding	53	78.5	2	NA	NA	NA	NA	NA	NA	53	78.5	2
SCAP	ENSG00000114650.14	protein_coding	44	89	5	NA	NA	NA	9	14.5	1	53	103.5	6
SLC33A1	ENSG00000169359.9	protein_coding	53	63.5	3	NA	NA	NA	NA	NA	NA	53	63.5	3
TMEM120A	ENSG00000262309.1	polymorphic_pseudogene	53	75	1	NA	NA	NA	NA	NA	NA	53	75	1
TPGS2	ENSG00000134779.10	protein_coding	36.5	61.5	3	16.5	17.5	1	NA	NA	NA	53	79	4
AK2	ENSG00000004455.12	protein_coding	NA	NA	NA	NA	NA	NA	NA	NA	NA	52.5	87.5	1
DHRS7B	ENSG00000109016.13	protein_coding	52.5	79.5	4	NA	NA	NA	NA	NA	NA	52.5	79.5	4
MZT1	ENSG00000204899.5	protein_coding	46	78.5	1	6.5	8	1	NA	NA	NA	52.5	86.5	2
SERP1	ENSG00000120742.6	protein_coding	2.5	7.5	1	NA	NA	NA	NA	NA	NA	52.5	75.5	2
SLC4A7	ENSG00000033867.12	protein_coding	NA	NA	NA	52.5	73.5	5	NA	NA	NA	52.5	73.5	5
NT5DC2	ENSG00000168268.6	protein_coding	52	63	4	NA	NA	NA	NA	NA	NA	52	63	4
PELP1	ENSG00000141456.10	protein_coding	21	26.5	2	NA	NA	NA	NA	NA	NA	52	71	4
TMUB1	ENSG00000164897.8	protein_coding	33.5	46.5	1	12	16	2	NA	NA	NA	52	73	4
USP39	ENSG00000168883.15	protein_coding	52	77	1	NA	NA	NA	NA	NA	NA	52	77	1
ARPP19	ENSG00000128989.6	protein_coding	6.5	15	1	45	48.5	1	NA	NA	NA	51.5	63.5	2
CDC25B	ENSG00000101224.13	protein_coding	18	27	2	33.5	41	2	NA	NA	NA	51.5	68	4
GFPT1	ENSG00000198380.8	protein_coding	28	32	1	23.5	29.5	2	NA	NA	NA	51.5	61.5	3
MARVELD2	ENSG00000263043.1	protein_coding	51.5	78	3	NA	NA	NA	NA	NA	NA	51.5	78	3
NAP1L4	ENSG00000205531.8	protein_coding	44.5	62	2	7	8.5	1	NA	NA	NA	51.5	70.5	3
NUDT21	ENSG00000167005.9	protein_coding	40	51.5	3	11.5	13	1	NA	NA	NA	51.5	64.5	4
PARK7	ENSG00000116288.8	protein_coding	25	30.5	2	26.5	31.5	2	NA	NA	NA	51.5	62	4
POGZ	ENSG00000143442.17	protein_coding	23.5	68.5	1	NA	NA	NA	28	38	2	51.5	106.5	3
RPL35A	ENSG00000182899.10	protein_coding	18	26	1	NA	NA	NA	NA	NA	NA	51.5	88.5	3
SERF2	ENSG00000140264.15	protein_coding	NA	NA	NA	NA	NA	NA	NA	NA	NA	51.5	59.5	1
TMEM164	ENSG00000157600.7	protein_coding	NA	NA	NA	10.5	15.5	1	41	61	1	51.5	76.5	2
TMEM59L	ENSG00000105696.4	protein_coding	51.5	90.5	1	NA	NA	NA	NA	NA	NA	51.5	90.5	1
UBE2M	ENSG00000130725.3	protein_coding	51.5	65.5	2	NA	NA	NA	NA	NA	NA	51.5	65.5	2
ZNF428	ENSG00000131116.7	protein_coding	27	36.5	3	NA	NA	NA	NA	NA	NA	51.5	75.5	4
ATIC	ENSG00000138363.10	protein_coding	51	71.5	4	NA	NA	NA	NA	NA	NA	51	71.5	4
CDK16	ENSG00000102225.11	protein_coding	21.5	31.5	3	29.5	37	2	NA	NA	NA	51	68.5	5
DYNC1H1	ENSG00000197102.6	protein_coding	51	86	9	NA	NA	NA	NA	NA	NA	51	86	9
GGCX	ENSG00000115486.7	protein_coding	41.5	55.5	3	NA	NA	NA	NA	NA	NA	51	71	4
NDUFV3	ENSG00000160194.13	protein_coding	NA	NA	NA	NA	NA	NA	NA	NA	NA	51	75	1
PITRM1	ENSG00000107959.11	protein_coding	51	85.5	2	NA	NA	NA	NA	NA	NA	51	85.5	2
RPS25	ENSG00000262088.1	protein_coding	NA	NA	NA	NA	NA	NA	NA	NA	NA	51	62.5	1
SLC35E1	ENSG00000127526.9	protein_coding	NA	NA	NA	27	40.5	1	NA	NA	NA	51	77.5	2
VPS4A	ENSG00000132612.14	protein_coding	37.5	44	3	8	11	1	NA	NA	NA	51	64	5
FIP1L1	ENSG00000145216.11	protein_coding	50.5	90	3	NA	NA	NA	NA	NA	NA	50.5	90	3
IFRD1	ENSG00000006652.9	protein_coding	27	42.5	1	NA	NA	NA	23.5	36.5	1	50.5	79	2
PGRMC2	ENSG00000164040.12	protein_coding	32.5	47	2	NA	NA	NA	NA	NA	NA	50.5	76	3
PPP1CC	ENSG00000186298.7	protein_coding	26	32.5	2	5.5	6.5	1	NA	NA	NA	50.5	61.5	5
TCOF1	ENSG00000070814.13	protein_coding	37	52.5	4	13.5	20	2	NA	NA	NA	50.5	72.5	6
TFDP1	ENSG00000198176.8	protein_coding	9	14	1	NA	NA	NA	32.5	43.5	2	50.5	70	4
GBA	ENSG00000177628.11	protein_coding	32	45.5	2	NA	NA	NA	NA	NA	NA	50	76	3
GPRC5B	ENSG00000167191.7	protein_coding	50	69.5	3	NA	NA	NA	NA	NA	NA	50	69.5	3
NHP2	ENSG00000145912.4	protein_coding	29.5	37	1	NA	NA	NA	NA	NA	NA	50	66	2
PXDN	ENSG00000130508.6	protein_coding	50	76.5	6	NA	NA	NA	NA	NA	NA	50	76.5	6
SENP3-EIF4A1	ENSG00000265500.1	processed_transcript	50	76	3	NA	NA	NA	NA	NA	NA	50	76	3
ATXN10	ENSG00000130638.11	protein_coding	36	53.5	3	NA	NA	NA	13.5	20	1	49.5	73.5	4
DDX24	ENSG00000089737.11	protein_coding	21.5	29.5	2	28	36.5	1	NA	NA	NA	49.5	66	3
FAM105A	ENSG00000145569.5	protein_coding	45	65.5	4	4.5	5.5	1	NA	NA	NA	49.5	71	5
FNDC3A	ENSG00000102531.12	protein_coding	49.5	76.5	2	NA	NA	NA	NA	NA	NA	49.5	76.5	2
LRP5	ENSG00000162337.7	protein_coding	40	80	7	NA	NA	NA	NA	NA	NA	49.5	98	8
MAPK1	ENSG00000100030.10	protein_coding	45	62.5	3	4.5	7	1	NA	NA	NA	49.5	69.5	4
MAPRE1	ENSG00000101367.8	protein_coding	49.5	75.5	1	NA	NA	NA	NA	NA	NA	49.5	75.5	1
RAB3IP	ENSG00000127328.17	protein_coding	NA	NA	NA	NA	NA	NA	49.5	61.5	1	49.5	61.5	1
TCTN2	ENSG00000168778.7	protein_coding	49.5	73.5	4	NA	NA	NA	NA	NA	NA	49.5	73.5	4
TGFBR3	ENSG00000069702.6	protein_coding	49.5	68	3	NA	NA	NA	NA	NA	NA	49.5	68	3
UGT8	ENSG00000174607.6	protein_coding	49.5	79.5	4	NA	NA	NA	NA	NA	NA	49.5	79.5	4
ARID2	ENSG00000189079.11	protein_coding	49	66	1	NA	NA	NA	NA	NA	NA	49	66	1
CSTF1	ENSG00000101138.7	protein_coding	49	71.5	2	NA	NA	NA	NA	NA	NA	49	71.5	2
ERAL1	ENSG00000132591.7	protein_coding	17	24	3	NA	NA	NA	NA	NA	NA	49	68	4
FOXP4	ENSG00000137166.10	protein_coding	NA	NA	NA	49	62.5	1	NA	NA	NA	49	62.5	1
NELL2	ENSG00000184613.6	protein_coding	49	66.5	3	NA	NA	NA	NA	NA	NA	49	66.5	3
PDCD5	ENSG00000105185.7	protein_coding	NA	NA	NA	NA	NA	NA	NA	NA	NA	49	62.5	1
PRC1	ENSG00000198901.9	protein_coding	NA	NA	NA	20.5	23	1	NA	NA	NA	49	68.5	2
RN7SL559P	ENSG00000240750.2	misc_RNA	NA	NA	NA	NA	NA	NA	49	55	1	49	55	1
SEC61B	ENSG00000106803.5	protein_coding	26	29.5	1	NA	NA	NA	9	14.5	1	49	64.5	3
FKBP4	ENSG00000004478.5	protein_coding	12.5	16.5	1	36	42.5	1	NA	NA	NA	48.5	59	2
HKR1	ENSG00000181666.13	protein_coding	NA	NA	NA	NA	NA	NA	48.5	60	4	48.5	60	4
NUSAP1	ENSG00000137804.8	protein_coding	27	42.5	4	NA	NA	NA	NA	NA	NA	48.5	73.5	5
PTER	ENSG00000165983.10	protein_coding	48.5	69.5	2	NA	NA	NA	NA	NA	NA	48.5	69.5	2
PTPRD	ENSG00000153707.11	protein_coding	48.5	67.5	5	NA	NA	NA	NA	NA	NA	48.5	67.5	5
PYCR1	ENSG00000183010.12	protein_coding	NA	NA	NA	48.5	63.5	3	NA	NA	NA	48.5	63.5	3
RPL27A	ENSG00000166441.8	protein_coding	NA	NA	NA	NA	NA	NA	NA	NA	NA	48.5	64	2
TJP1	ENSG00000104067.12	protein_coding	48.5	73	3	NA	NA	NA	NA	NA	NA	48.5	73	3
TMEM99	ENSG00000167920.4	protein_coding	48.5	59.5	1	NA	NA	NA	NA	NA	NA	48.5	59.5	1
UBAP2L	ENSG00000143569.14	protein_coding	48.5	69.5	3	NA	NA	NA	NA	NA	NA	48.5	69.5	3
AP2S1	ENSG00000042753.7	protein_coding	6.5	14.5	1	NA	NA	NA	6	9.5	1	48	91.5	4
CADM4	ENSG00000105767.2	protein_coding	48	73.5	2	NA	NA	NA	NA	NA	NA	48	73.5	2
CCDC91	ENSG00000123106.6	protein_coding	48	80	2	NA	NA	NA	NA	NA	NA	48	80	2
CLGN	ENSG00000153132.8	protein_coding	36.5	53.5	2	NA	NA	NA	NA	NA	NA	48	68	3
DNAJC8	ENSG00000126698.6	protein_coding	NA	NA	NA	48	54.5	1	NA	NA	NA	48	54.5	1
ENPP1	ENSG00000197594.7	protein_coding	48	63	3	NA	NA	NA	NA	NA	NA	48	63	3
FBXO7	ENSG00000100225.13	protein_coding	48	88.5	1	NA	NA	NA	NA	NA	NA	48	88.5	1
HSPB6	ENSG00000004776.7	protein_coding	NA	NA	NA	48	52	1	NA	NA	NA	48	52	1
INTS9	ENSG00000104299.10	protein_coding	18	25	2	NA	NA	NA	30	54.5	1	48	79.5	3
MAP3K1	ENSG00000095015.5	protein_coding	48	54.5	1	NA	NA	NA	NA	NA	NA	48	54.5	1
RNASEK	ENSG00000219200.6	protein_coding	NA	NA	NA	NA	NA	NA	NA	NA	NA	48	60.5	1
RPL24	ENSG00000114391.8	protein_coding	29.5	45	1	NA	NA	NA	NA	NA	NA	48	71	2
SLC29A2	ENSG00000174669.7	protein_coding	48	68.5	2	NA	NA	NA	NA	NA	NA	48	68.5	2
SLC41A1	ENSG00000133065.6	protein_coding	39	49	1	9	12	1	NA	NA	NA	48	61	2
SMAD5	ENSG00000113658.12	protein_coding	32.5	45	2	15.5	22	2	NA	NA	NA	48	67	4
TPRA1	ENSG00000163870.10	protein_coding	48	72	4	NA	NA	NA	NA	NA	NA	48	72	4
AARS	ENSG00000090861.11	protein_coding	47.5	65.5	3	NA	NA	NA	NA	NA	NA	47.5	65.5	3
ABI1	ENSG00000136754.12	protein_coding	47.5	69	1	NA	NA	NA	NA	NA	NA	47.5	69	1
ANP32E	ENSG00000265346.1	protein_coding	NA	NA	NA	24.5	31	3	23	29.5	1	47.5	60.5	4
C5orf15	ENSG00000113583.6	protein_coding	NA	NA	NA	NA	NA	NA	NA	NA	NA	47.5	65.5	2
FDPS	ENSG00000160752.10	protein_coding	47.5	59	1	NA	NA	NA	NA	NA	NA	47.5	59	1
HADHB	ENSG00000138029.9	protein_coding	30	41	1	NA	NA	NA	17.5	22.5	1	47.5	63.5	2
KIAA1549	ENSG00000122778.5	protein_coding	47.5	73	7	NA	NA	NA	NA	NA	NA	47.5	73	7
LEMD2	ENSG00000161904.7	protein_coding	36.5	55	2	NA	NA	NA	11	14	1	47.5	69	3
MGA	ENSG00000174197.12	protein_coding	47.5	58.5	2	NA	NA	NA	NA	NA	NA	47.5	58.5	2
ODC1	ENSG00000115758.8	protein_coding	43.5	57	1	NA	NA	NA	4	6	1	47.5	63	2
PLCG1	ENSG00000124181.10	protein_coding	47.5	77.5	2	NA	NA	NA	NA	NA	NA	47.5	77.5	2
POM121	ENSG00000262122.1	protein_coding	NA	NA	NA	NA	NA	NA	47.5	77	2	47.5	77	2
SRSF1	ENSG00000136450.8	protein_coding	21.5	31.5	2	20.5	28.5	2	5.5	6.5	1	47.5	66.5	5
TMEM170A	ENSG00000166822.8	protein_coding	39.5	64.5	1	NA	NA	NA	8	10	1	47.5	74.5	2
TMEM180	ENSG00000138111.10	protein_coding	NA	NA	NA	NA	NA	NA	47.5	67	2	47.5	67	2
TMEM184C	ENSG00000164168.3	protein_coding	42	58	2	NA	NA	NA	5.5	6	1	47.5	64	3
TOMM6	ENSG00000214736.3	protein_coding	47.5	66	1	NA	NA	NA	NA	NA	NA	47.5	66	1
ATRN	ENSG00000088812.13	protein_coding	47	75	4	NA	NA	NA	NA	NA	NA	47	75	4
HEG1	ENSG00000173706.8	protein_coding	47	74.5	5	NA	NA	NA	NA	NA	NA	47	74.5	5
LDB1	ENSG00000198728.6	protein_coding	47	61.5	2	NA	NA	NA	NA	NA	NA	47	61.5	2
LDLRAD3	ENSG00000179241.8	protein_coding	47	70.5	2	NA	NA	NA	NA	NA	NA	47	70.5	2
PROCR	ENSG00000101000.4	protein_coding	47	68.5	3	NA	NA	NA	NA	NA	NA	47	68.5	3
RPS24	ENSG00000138326.14	protein_coding	47	76	1	NA	NA	NA	NA	NA	NA	47	76	1
SFT2D2	ENSG00000213064.5	protein_coding	20.5	25.5	2	11	18	1	NA	NA	NA	47	68.5	4
SLC16A13	ENSG00000174327.6	protein_coding	47	82	1	NA	NA	NA	NA	NA	NA	47	82	1
SMARCA4	ENSG00000127616.13	protein_coding	47	66.5	5	NA	NA	NA	NA	NA	NA	47	66.5	5
AHCYL1	ENSG00000168710.13	protein_coding	4.5	5.5	1	42	53	1	NA	NA	NA	46.5	58.5	2
DR1	ENSG00000117505.8	protein_coding	NA	NA	NA	NA	NA	NA	46.5	75.5	2	46.5	75.5	2
EPHB4	ENSG00000196411.5	protein_coding	46.5	66	3	NA	NA	NA	NA	NA	NA	46.5	66	3
FMR1	ENSG00000268103.1	protein_coding	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.5	61	1
FSTL1	ENSG00000163430.5	protein_coding	17	37	1	20.5	27.5	1	NA	NA	NA	46.5	78	3
IMMT	ENSG00000132305.16	protein_coding	46.5	67	3	NA	NA	NA	NA	NA	NA	46.5	67	3
LEPROT	ENSG00000213625.4	protein_coding	NA	NA	NA	NA	NA	NA	46.5	66.5	3	46.5	66.5	3
LMNB1	ENSG00000113368.7	protein_coding	26.5	36.5	2	4.5	6	1	NA	NA	NA	46.5	63	4
MAPK9	ENSG00000050748.13	protein_coding	25	26	1	21.5	23.5	3	NA	NA	NA	46.5	49.5	4
MTA1	ENSG00000270410.1	protein_coding	46.5	55.5	4	NA	NA	NA	NA	NA	NA	46.5	55.5	4
PCOLCE2	ENSG00000163710.3	protein_coding	46.5	70.5	4	NA	NA	NA	NA	NA	NA	46.5	70.5	4
PNPLA2	ENSG00000177666.11	protein_coding	43	56	4	NA	NA	NA	NA	NA	NA	46.5	62	5
RPSAP58	ENSG00000205246.4	protein_coding	46.5	60.5	1	NA	NA	NA	NA	NA	NA	46.5	60.5	1
SLC38A9	ENSG00000177058.7	protein_coding	19	29.5	1	27.5	40	3	NA	NA	NA	46.5	69.5	4
TMEM25	ENSG00000269319.2	protein_coding	46.5	65	2	NA	NA	NA	NA	NA	NA	46.5	65	2
AP1S2	ENSG00000182287.9	protein_coding	NA	NA	NA	NA	NA	NA	NA	NA	NA	46	67.5	1
ATP11B	ENSG00000058063.11	protein_coding	46	57.5	3	NA	NA	NA	NA	NA	NA	46	57.5	3
BTBD2	ENSG00000133243.4	protein_coding	16	21	2	11	13.5	1	NA	NA	NA	46	59	4
CD109	ENSG00000156535.9	protein_coding	46	70	5	NA	NA	NA	NA	NA	NA	46	70	5
CDKN2AIPNL	ENSG00000237190.3	protein_coding	46	75	2	NA	NA	NA	NA	NA	NA	46	75	2
DCXR	ENSG00000169738.3	protein_coding	10.5	14	1	NA	NA	NA	NA	NA	NA	46	67.5	2
EXOC2	ENSG00000112685.9	protein_coding	39.5	42.5	1	6.5	7	1	NA	NA	NA	46	49.5	2
FAM168B	ENSG00000152102.13	protein_coding	8.5	8.5	1	37.5	52.5	2	NA	NA	NA	46	61	3
KIF22	ENSG00000079616.8	protein_coding	5	5.5	1	NA	NA	NA	41	56	1	46	61.5	2
RABGGTA	ENSG00000100949.10	protein_coding	NA	NA	NA	NA	NA	NA	46	71	1	46	71	1
SLC30A3	ENSG00000115194.6	protein_coding	40	62.5	2	6	7	1	NA	NA	NA	46	69.5	3
SLCO4A1	ENSG00000101187.11	protein_coding	46	76	4	NA	NA	NA	NA	NA	NA	46	76	4
TMCO3	ENSG00000150403.13	protein_coding	40.5	54.5	4	5.5	6.5	1	NA	NA	NA	46	61	5
TMEM189-UBE2V1	ENSG00000124208.16	protein_coding	46	65	2	NA	NA	NA	NA	NA	NA	46	65	2
ZADH2	ENSG00000180011.6	protein_coding	NA	NA	NA	46	54.5	1	NA	NA	NA	46	54.5	1
CLN5	ENSG00000102805.9	protein_coding	45.5	66	2	NA	NA	NA	NA	NA	NA	45.5	66	2
EIF4B	ENSG00000063046.13	protein_coding	33	49.5	1	12.5	14	1	NA	NA	NA	45.5	63.5	2
EIF4G3	ENSG00000075151.15	protein_coding	35	41	2	NA	NA	NA	10.5	13.5	2	45.5	54.5	4
ITGA6	ENSG00000091409.10	protein_coding	45.5	64.5	4	NA	NA	NA	NA	NA	NA	45.5	64.5	4
KIRREL	ENSG00000183853.13	protein_coding	45.5	67.5	3	NA	NA	NA	NA	NA	NA	45.5	67.5	3
MYO1C	ENSG00000197879.10	protein_coding	27.5	40.5	4	NA	NA	NA	NA	NA	NA	45.5	67.5	5
NME3	ENSG00000103024.3	protein_coding	18	22.5	1	NA	NA	NA	11	12.5	1	45.5	58.5	3
POLE	ENSG00000177084.12	protein_coding	45.5	61.5	5	NA	NA	NA	NA	NA	NA	45.5	61.5	5
PSMD2	ENSG00000175166.12	protein_coding	45.5	61.5	2	NA	NA	NA	NA	NA	NA	45.5	61.5	2
RCC1	ENSG00000180198.11	protein_coding	36.5	46	2	NA	NA	NA	9	15	1	45.5	61	3
SLC9A1	ENSG00000090020.6	protein_coding	9.5	15	2	NA	NA	NA	36	107	2	45.5	122	4
TARDBP	ENSG00000120948.11	protein_coding	28.5	42	2	10	12.5	1	7	10.5	1	45.5	65	4
VBP1	ENSG00000155959.6	protein_coding	45.5	54.5	2	NA	NA	NA	NA	NA	NA	45.5	54.5	2
WBP11	ENSG00000084463.3	protein_coding	39.5	54	2	6	9	1	NA	NA	NA	45.5	63	3
YIPF5	ENSG00000145817.12	protein_coding	35	43	1	NA	NA	NA	NA	NA	NA	45.5	56	2
CLDN12	ENSG00000157224.11	protein_coding	33	54.5	1	12	23.5	1	NA	NA	NA	45	78	2
EIF3A	ENSG00000107581.8	protein_coding	45	54.5	5	NA	NA	NA	NA	NA	NA	45	54.5	5
EMD	ENSG00000102119.6	protein_coding	45	74.5	4	NA	NA	NA	NA	NA	NA	45	74.5	4
FKBP1C	ENSG00000198225.4	protein_coding	NA	NA	NA	7	8	1	NA	NA	NA	45	81.5	2
GCN1L1	ENSG00000089154.6	protein_coding	37	48	3	8	10	1	NA	NA	NA	45	58	4
NDUFS7	ENSG00000115286.15	protein_coding	19	33.5	2	26	36	3	NA	NA	NA	45	69.5	5
RBPMS	ENSG00000157110.11	protein_coding	20	27	2	12	16	2	13	17.5	2	45	60.5	6
SLC25A11	ENSG00000108528.9	protein_coding	45	73.5	3	NA	NA	NA	NA	NA	NA	45	73.5	3
SLC43A2	ENSG00000167703.10	protein_coding	45	73.5	4	NA	NA	NA	NA	NA	NA	45	73.5	4
ST7L	ENSG00000007341.14	protein_coding	NA	NA	NA	10.5	13	1	29	43.5	2	45	63.5	4
ANAPC5	ENSG00000089053.8	protein_coding	31.5	44.5	3	13	21.5	1	NA	NA	NA	44.5	66	4
EFEMP1	ENSG00000115380.14	protein_coding	39.5	83	3	NA	NA	NA	5	5.5	1	44.5	88.5	4
PAFAH1B3	ENSG00000079462.3	protein_coding	14	24.5	1	30.5	45	1	NA	NA	NA	44.5	69.5	2
PCDHGB7	ENSG00000254122.1	protein_coding	44.5	59	2	NA	NA	NA	NA	NA	NA	44.5	59	2
PORCN	ENSG00000102312.16	protein_coding	31.5	41	2	NA	NA	NA	NA	NA	NA	44.5	61	3
ROR1	ENSG00000185483.7	protein_coding	NA	NA	NA	NA	NA	NA	44.5	62.5	2	44.5	62.5	2
SECISBP2	ENSG00000187742.10	protein_coding	44.5	60.5	1	NA	NA	NA	NA	NA	NA	44.5	60.5	1
SPDYA	ENSG00000163806.11	protein_coding	36	48.5	4	8.5	8.5	1	NA	NA	NA	44.5	57	5
WASF2	ENSG00000158195.6	protein_coding	39	67.5	2	5.5	7.5	1	NA	NA	NA	44.5	75	3
ANP32B	ENSG00000136938.8	protein_coding	7.5	10.5	1	13.5	20.5	1	23	29	1	44	60	3
C16orf72	ENSG00000182831.7	protein_coding	44	52	1	NA	NA	NA	NA	NA	NA	44	52	1
